report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2886,0,3,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3808,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7174,2,6,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,546,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5021,0,8,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,812,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,6357,0,16,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1601,4,20,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,3108,7,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,14536,7,85,7,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,5750,0,40,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3612,5,9,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,4445,0,0,5,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,4052,2,24,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1492,3,4,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,11673,14,48,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,66918,24,325,21,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,14542,7,130,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,8036,6,28,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,209684,77,2065,38,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,40599,13,107,8,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,359,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,550,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,5940,3,19,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6970,2,16,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,75140,43,340,28,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,10052,17,19,7,cases
