report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1616,1,2,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6973,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2079,0,2,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,325,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3076,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1179,0,5,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4154,1,1,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2381,1,11,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1295,0,8,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,10407,10,67,5,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,7113,1,7,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,2714,0,2,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,12301,1,5,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2863,0,6,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1723,1,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,10424,2,4,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,30153,8,75,2,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3108,7,25,4,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,13181,15,35,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,257809,136,2382,99,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,22687,7,80,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,2398,0,23,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,688,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,7965,2,20,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3837,2,1,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,45819,36,188,9,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,2234,3,7,2,cases
