report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,340,0,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1456,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,794,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,52,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1285,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,142,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,575,0,13,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,400,2,4,1,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,265,0,1,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1622,1,3,2,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1317,0,7,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,659,0,2,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1516,0,10,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,340,1,3,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,39,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,1286,0,1,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,7293,2,9,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1112,2,21,0,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2484,1,12,0,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7124,3,0,0,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2209,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,99,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,99,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,748,0,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,2760,0,2,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,15461,19,264,4,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,453,0,0,0,cases
