report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1684,3,7,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,6011,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3189,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,480,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4990,8,21,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2294,12,18,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7514,2,26,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5695,18,30,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5786,12,26,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,47652,65,400,18,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,20341,2,33,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,14368,8,40,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,54167,6,28,6,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,9502,3,32,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3562,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,35041,13,14,6,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,147764,60,575,34,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,11941,10,122,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,42076,30,158,10,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,553756,482,9838,295,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,49429,53,280,20,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4270,0,100,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1622,2,10,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,17750,10,89,7,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,10971,6,13,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,105127,97,672,42,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,7128,12,67,8,cases
