report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1541,4,9,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5659,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3714,0,4,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,642,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5362,8,22,3,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,2588,15,21,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7323,3,26,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6086,23,35,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,6709,19,35,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,57594,77,528,30,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,21299,3,40,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,17518,8,48,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,64740,8,36,7,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,12889,3,49,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3350,1,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,40219,14,22,8,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,165618,83,762,45,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,15437,26,243,7,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,49082,33,188,13,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,619508,543,11398,360,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,46997,59,311,22,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4416,1,106,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1650,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,18711,10,109,7,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,13277,7,22,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,119483,124,880,60,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,8545,18,71,14,cases
