"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",15,2827,0,"cases"
NA,"Colombia-Santander","province",6,1475,22,"cases"
NA,"Colombia-Tolima","province",12,1348,20,"cases"
NA,"Colombia-Cundinamarca","province",14,1059,28,"cases"
NA,"Colombia-Risaralda","province",0,910,0,"cases"
NA,"Colombia-Meta","province",2,858,0,"cases"
NA,"Colombia-Huila","province",4,806,0,"cases"
NA,"Colombia-Antioquia","province",11,606,10,"cases"
NA,"Colombia-Caqueta","province",2,474,3,"cases"
NA,"Colombia-Putumayo","province",2,450,0,"cases"
NA,"Colombia-Barranquilla","province",1,397,0,"cases"
NA,"Colombia-Quindio","province",2,363,0,"cases"
NA,"Colombia-Cordoba","province",2,263,0,"cases"
NA,"Colombia-Cauca","province",2,256,2,"cases"
NA,"Colombia-Boyaca","province",0,168,15,"cases"
NA,"Colombia-Arauca","province",2,154,0,"cases"
NA,"Colombia-Norte_Santander","province",1,128,7,"cases"
NA,"Colombia-Casanare","province",0,133,0,"cases"
NA,"Colombia-Cesar","province",1,123,0,"cases"
NA,"Colombia-Sucre","province",0,112,0,"cases"
NA,"Colombia-Caldas","province",1,91,3,"cases"
NA,"Colombia-Guaviare","province",0,91,1,"cases"
NA,"Colombia-Atlantico","province",0,84,0,"cases"
NA,"Colombia-Narino","province",1,30,23,"cases"
NA,"Colombia-Santa_Marta","province",3,33,0,"cases"
NA,"Colombia-Bolivar","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,22,0,"cases"
NA,"Colombia-Vichada","province",1,21,0,"cases"
NA,"Colombia-Cartagena","province",0,20,0,"cases"
NA,"Colombia-Amazonas","province",0,14,3,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Exterior","province",1,0,12,"cases"
NA,"Colombia-Guajira","province",0,13,0,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
NA,"Colombia-San_Andres","province",0,6,2,"cases"
