"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",1,1020,0,"cases"
NA,"Colombia-Tolima","province",9,960,9,"cases"
NA,"Colombia-Cundinamarca","province",9,683,20,"cases"
NA,"Colombia-Huila","province",3,508,0,"cases"
NA,"Colombia-Santander","province",0,468,4,"cases"
NA,"Colombia-Barranquilla","province",0,400,0,"cases"
NA,"Colombia-Meta","province",2,372,1,"cases"
NA,"Colombia-Antioquia","province",3,364,2,"cases"
NA,"Colombia-Caqueta","province",0,300,1,"cases"
NA,"Colombia-Risaralda","province",0,226,0,"cases"
NA,"Colombia-Putumayo","province",1,161,0,"cases"
NA,"Colombia-Quindio","province",1,153,0,"cases"
NA,"Colombia-Norte_Santander","province",0,109,5,"cases"
NA,"Colombia-Cordoba","province",1,101,0,"cases"
NA,"Colombia-Sucre","province",0,93,0,"cases"
NA,"Colombia-Cesar","province",1,87,0,"cases"
NA,"Colombia-Santa_Marta","province",2,79,0,"cases"
NA,"Colombia-Boyaca","province",0,69,8,"cases"
NA,"Colombia-Cauca","province",2,66,0,"cases"
NA,"Colombia-Atlantico","province",0,67,0,"cases"
NA,"Colombia-Caldas","province",0,56,0,"cases"
NA,"Colombia-Arauca","province",1,49,0,"cases"
NA,"Colombia-Casanare","province",0,28,0,"cases"
NA,"Colombia-Narino","province",1,9,16,"cases"
NA,"Colombia-Bolivar","province",0,22,0,"cases"
NA,"Colombia-Bogota","province",0,0,15,"cases"
NA,"Colombia-Vichada","province",0,10,0,"cases"
NA,"Colombia-Cartagena","province",0,9,0,"cases"
NA,"Colombia-Magdalena","province",0,8,0,"cases"
NA,"Colombia-Exterior","province",1,0,6,"cases"
NA,"Colombia-Guajira","province",0,7,0,"cases"
NA,"Colombia-Choco","province",2,5,0,"cases"
NA,"Colombia-Buenaventura","province",0,7,0,"cases"
NA,"Colombia-Guainia","province",1,5,0,"cases"
NA,"Colombia-Guaviare","province",0,5,0,"cases"
NA,"Colombia-Amazonas","province",0,3,1,"cases"
NA,"Colombia-San_Andres","province",0,3,0,"cases"
NA,"Colombia-Vaupes","province",0,2,0,"cases"
