"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,10,5,"cases"
NA,"Colombia-Caqueta","province",7,330,81,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,8,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",24,104,2,"cases"
NA,"Colombia-Antioquia","province",48,7897,260,"cases"
NA,"Colombia-Bogota","province",1,0,241,"cases"
NA,"Colombia-Caldas","province",21,2063,19,"cases"
NA,"Colombia-Cundinamarca","province",76,11548,235,"cases"
NA,"Colombia-Huila","province",58,21493,166,"cases"
NA,"Colombia-Quindio","province",1,185,1,"cases"
NA,"Colombia-Risaralda","province",5,87,1,"cases"
NA,"Colombia-Tolima","province",76,22386,614,"cases"
NA,"Colombia-Boyaca","province",10,19,226,"cases"
NA,"Colombia-Norte_Santander","province",382,29297,211,"cases"
NA,"Colombia-Santander","province",15,2151,55,"cases"
NA,"Colombia-Arauca","province",3,281,1547,"cases"
NA,"Colombia-Casanare","province",3,1581,43,"cases"
NA,"Colombia-Meta","province",12,1046,85,"cases"
NA,"Colombia-Vichada","province",0,0,36,"cases"
NA,"Colombia-Cauca","province",6,131,538,"cases"
NA,"Colombia-Choco","province",2,1,131,"cases"
NA,"Colombia-Narino","province",3,76,17,"cases"
NA,"Colombia-Valle","province",25,14804,5,"cases"
NA,"Colombia-Atlantico","province",32,3402,31,"cases"
NA,"Colombia-Barranquilla","province",16,7410,0,"cases"
NA,"Colombia-Bolivar","province",307,18254,0,"cases"
NA,"Colombia-Cartagena","province",30,12550,0,"cases"
NA,"Colombia-Cesar","province",43,2980,16,"cases"
NA,"Colombia-Cordoba","province",93,16079,13,"cases"
NA,"Colombia-Guajira","province",50,10939,39,"cases"
NA,"Colombia-Magdalena","province",30,5287,343,"cases"
NA,"Colombia-San_Andres","province",5,601,8,"cases"
NA,"Colombia-Santa_Marta","province",12,5691,0,"cases"
NA,"Colombia-Sucre","province",98,19883,3,"cases"
