"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",34,4042,0,"cases"
NA,"Colombia-Santander","province",20,2217,38,"cases"
NA,"Colombia-Tolima","province",18,1593,20,"cases"
NA,"Colombia-Risaralda","province",4,1513,1,"cases"
NA,"Colombia-Cundinamarca","province",20,1234,27,"cases"
NA,"Colombia-Meta","province",9,1177,0,"cases"
NA,"Colombia-Huila","province",7,975,0,"cases"
NA,"Colombia-Antioquia","province",21,852,20,"cases"
NA,"Colombia-Barranquilla","province",1,699,0,"cases"
NA,"Colombia-Putumayo","province",10,603,0,"cases"
NA,"Colombia-Caqueta","province",6,588,3,"cases"
NA,"Colombia-Quindio","province",3,581,0,"cases"
NA,"Colombia-Cordoba","province",2,406,0,"cases"
NA,"Colombia-Cauca","province",6,372,4,"cases"
NA,"Colombia-Casanare","province",0,270,0,"cases"
NA,"Colombia-Arauca","province",2,247,0,"cases"
NA,"Colombia-Boyaca","province",0,202,20,"cases"
NA,"Colombia-Norte_Santander","province",2,176,8,"cases"
NA,"Colombia-Guaviare","province",2,180,1,"cases"
NA,"Colombia-Caldas","province",0,142,3,"cases"
NA,"Colombia-Cesar","province",1,133,0,"cases"
NA,"Colombia-Sucre","province",0,118,0,"cases"
NA,"Colombia-Santa_Marta","province",5,102,0,"cases"
NA,"Colombia-Atlantico","province",0,100,0,"cases"
NA,"Colombia-Narino","province",2,40,31,"cases"
NA,"Colombia-Bolivar","province",0,36,0,"cases"
NA,"Colombia-Cartagena","province",0,36,0,"cases"
NA,"Colombia-Vichada","province",4,29,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,27,0,"cases"
NA,"Colombia-San_Andres","province",0,21,3,"cases"
NA,"Colombia-Amazonas","province",0,18,5,"cases"
NA,"Colombia-Choco","province",2,11,8,"cases"
NA,"Colombia-Magdalena","province",0,20,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",2,0,28,"cases"
