"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",4,10,4,"cases"
NA,"Colombia-Caqueta","province",28,6404,80,"cases"
NA,"Colombia-Guainia","province",18,57,1,"cases"
NA,"Colombia-Guaviare","province",28,1644,0,"cases"
NA,"Colombia-Vaupes","province",2,2,1,"cases"
NA,"Colombia-Putumayo","province",6,470,0,"cases"
NA,"Colombia-Antioquia","province",34,13889,133,"cases"
NA,"Colombia-Bogota","province",1,0,217,"cases"
NA,"Colombia-Caldas","province",21,2814,26,"cases"
NA,"Colombia-Cundinamarca","province",193,16289,41,"cases"
NA,"Colombia-Huila","province",149,27893,0,"cases"
NA,"Colombia-Quindio","province",0,4975,0,"cases"
NA,"Colombia-Risaralda","province",24,3138,0,"cases"
NA,"Colombia-Tolima","province",198,38738,10,"cases"
NA,"Colombia-Boyaca","province",55,655,34,"cases"
NA,"Colombia-Norte_Santander","province",46,6018,15,"cases"
NA,"Colombia-Santander","province",14,9863,89,"cases"
NA,"Colombia-Arauca","province",10,5413,0,"cases"
NA,"Colombia-Casanare","province",53,15437,0,"cases"
NA,"Colombia-Meta","province",69,18928,104,"cases"
NA,"Colombia-Vichada","province",24,233,0,"cases"
NA,"Colombia-Cauca","province",30,3625,60,"cases"
NA,"Colombia-Choco","province",19,890,68,"cases"
NA,"Colombia-Narino","province",36,1258,39,"cases"
NA,"Colombia-Valle","province",93,113534,0,"cases"
NA,"Colombia-Atlantico","province",0,1726,0,"cases"
NA,"Colombia-Barranquilla","province",0,5178,0,"cases"
NA,"Colombia-Bolivar","province",1,524,0,"cases"
NA,"Colombia-Cartagena","province",0,444,0,"cases"
NA,"Colombia-Cesar","province",13,3646,0,"cases"
NA,"Colombia-Cordoba","province",6,12495,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2338,0,"cases"
NA,"Colombia-San_Andres","province",1,976,3,"cases"
NA,"Colombia-Santa_Marta","province",5,1591,0,"cases"
NA,"Colombia-Sucre","province",5,6742,0,"cases"
