"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,2,7,"cases"
NA,"Colombia-Caqueta","province",0,0,4,"cases"
NA,"Colombia-Guainia","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",15,63,8,"cases"
NA,"Colombia-Antioquia","province",3,45,501,"cases"
NA,"Colombia-Bogota","province",1,7,16,"cases"
NA,"Colombia-Caldas","province",3,9,28,"cases"
NA,"Colombia-Cundinamarca","province",2,107,82,"cases"
NA,"Colombia-Huila","province",9,1142,54,"cases"
NA,"Colombia-Quindio","province",0,0,13,"cases"
NA,"Colombia-Risaralda","province",2,1,9,"cases"
NA,"Colombia-Tolima","province",2,17,89,"cases"
NA,"Colombia-Boyaca","province",6,9,12,"cases"
NA,"Colombia-Norte_Santander","province",36,18576,270,"cases"
NA,"Colombia-Santander","province",6,200,70,"cases"
NA,"Colombia-Arauca","province",2,15,80,"cases"
NA,"Colombia-Casanare","province",2,10,11,"cases"
NA,"Colombia-Meta","province",2,49,9,"cases"
NA,"Colombia-Vichada","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,14,55,"cases"
NA,NA,"province",0,0,6,"cases"
NA,"Colombia-Narino","province",1,7,9,"cases"
NA,"Colombia-Valle","province",11,196,56,"cases"
NA,"Colombia-Atlantico","province",19,745,708,"cases"
NA,"Colombia-Barranquilla","province",4,2415,0,"cases"
NA,"Colombia-Bolivar","province",118,17655,24,"cases"
NA,"Colombia-Cartagena","province",11,11893,0,"cases"
NA,"Colombia-Cesar","province",16,134,257,"cases"
NA,"Colombia-Cordoba","province",44,1829,316,"cases"
NA,"Colombia-Guajira","province",15,4854,109,"cases"
NA,"Colombia-Magdalena","province",5,1461,1094,"cases"
NA,"Colombia-San_Andres","province",1,190,2,"cases"
NA,"Colombia-Santa_Marta","province",3,2950,0,"cases"
NA,"Colombia-Sucre","province",51,9751,1326,"cases"
