"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,5170,495,"cases"
NA,"Colombia-Guainia","province",5,61,1,"cases"
NA,"Colombia-Guaviare","province",2,1216,24,"cases"
NA,"Colombia-Vaupes","province",0,0,2,"cases"
NA,"Colombia-Putumayo","province",4,369,5,"cases"
NA,"Colombia-Antioquia","province",33,12308,102,"cases"
NA,"Colombia-Bogota","province",1,0,194,"cases"
NA,"Colombia-Caldas","province",8,2551,55,"cases"
NA,"Colombia-Cundinamarca","province",82,15289,153,"cases"
NA,"Colombia-Huila","province",80,26888,86,"cases"
NA,"Colombia-Quindio","province",0,2436,2,"cases"
NA,"Colombia-Risaralda","province",6,2028,0,"cases"
NA,"Colombia-Tolima","province",107,35556,569,"cases"
NA,"Colombia-Boyaca","province",18,553,44,"cases"
NA,"Colombia-Norte_Santander","province",27,5872,62,"cases"
NA,"Colombia-Santander","province",7,7245,78,"cases"
NA,"Colombia-Arauca","province",1,4835,4,"cases"
NA,"Colombia-Casanare","province",17,13680,53,"cases"
NA,"Colombia-Meta","province",38,16489,410,"cases"
NA,"Colombia-Vichada","province",0,0,162,"cases"
NA,"Colombia-Cauca","province",8,3083,212,"cases"
NA,"Colombia-Choco","province",8,417,276,"cases"
NA,"Colombia-Narino","province",13,1080,53,"cases"
NA,"Colombia-Valle","province",44,99986,35,"cases"
NA,"Colombia-Atlantico","province",0,1623,15,"cases"
NA,"Colombia-Barranquilla","province",0,4638,0,"cases"
NA,"Colombia-Bolivar","province",1,500,0,"cases"
NA,"Colombia-Cartagena","province",0,374,0,"cases"
NA,"Colombia-Cesar","province",10,3542,11,"cases"
NA,"Colombia-Cordoba","province",4,12319,11,"cases"
NA,"Colombia-Guajira","province",7,4441,19,"cases"
NA,"Colombia-Magdalena","province",1,1889,8,"cases"
NA,"Colombia-San_Andres","province",0,602,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1560,0,"cases"
NA,"Colombia-Sucre","province",5,6575,0,"cases"
