"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,4,2,"cases"
NA,"Colombia-Caqueta","province",5,924,209,"cases"
NA,"Colombia-Guainia","province",0,0,13,"cases"
NA,"Colombia-Guaviare","province",0,0,39,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",1,59,1,"cases"
NA,"Colombia-Antioquia","province",19,8389,658,"cases"
NA,"Colombia-Bogota","province",0,0,168,"cases"
NA,"Colombia-Caldas","province",6,2135,27,"cases"
NA,"Colombia-Cundinamarca","province",22,12061,111,"cases"
NA,"Colombia-Huila","province",23,22520,84,"cases"
NA,"Colombia-Quindio","province",0,320,2,"cases"
NA,"Colombia-Risaralda","province",4,274,1,"cases"
NA,"Colombia-Tolima","province",11,27383,685,"cases"
NA,"Colombia-Boyaca","province",2,433,25,"cases"
NA,"Colombia-Norte_Santander","province",17,5380,133,"cases"
NA,"Colombia-Santander","province",3,2777,60,"cases"
NA,"Colombia-Arauca","province",0,1949,453,"cases"
NA,"Colombia-Casanare","province",1,4276,171,"cases"
NA,"Colombia-Meta","province",8,2618,203,"cases"
NA,"Colombia-Vichada","province",0,0,28,"cases"
NA,"Colombia-Cauca","province",0,327,1054,"cases"
NA,"Colombia-Choco","province",1,33,189,"cases"
NA,"Colombia-Narino","province",0,463,16,"cases"
NA,"Colombia-Valle","province",0,33115,9,"cases"
NA,"Colombia-Atlantico","province",0,1464,14,"cases"
NA,"Colombia-Barranquilla","province",0,3812,0,"cases"
NA,"Colombia-Bolivar","province",1,423,0,"cases"
NA,"Colombia-Cartagena","province",0,331,0,"cases"
NA,"Colombia-Cesar","province",6,2540,10,"cases"
NA,"Colombia-Cordoba","province",2,11499,9,"cases"
NA,"Colombia-Guajira","province",1,4344,18,"cases"
NA,"Colombia-Magdalena","province",0,1705,7,"cases"
NA,"Colombia-San_Andres","province",0,450,5,"cases"
NA,"Colombia-Santa_Marta","province",3,1524,0,"cases"
NA,"Colombia-Sucre","province",0,6074,0,"cases"
