"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,4,"cases"
NA,"Colombia-Caqueta","province",32,6555,69,"cases"
NA,"Colombia-Guainia","province",18,57,2,"cases"
NA,"Colombia-Guaviare","province",28,1801,0,"cases"
NA,"Colombia-Vaupes","province",2,3,1,"cases"
NA,"Colombia-Putumayo","province",11,672,0,"cases"
NA,"Colombia-Antioquia","province",34,14428,116,"cases"
NA,"Colombia-Bogota","province",1,0,44,"cases"
NA,"Colombia-Caldas","province",23,2942,18,"cases"
NA,"Colombia-Cundinamarca","province",204,17192,40,"cases"
NA,"Colombia-Huila","province",157,28326,0,"cases"
NA,"Colombia-Quindio","province",0,5539,0,"cases"
NA,"Colombia-Risaralda","province",26,4683,0,"cases"
NA,"Colombia-Tolima","province",224,39651,29,"cases"
NA,"Colombia-Boyaca","province",55,712,29,"cases"
NA,"Colombia-Norte_Santander","province",50,6098,5,"cases"
NA,"Colombia-Santander","province",19,11142,83,"cases"
NA,"Colombia-Arauca","province",19,5448,0,"cases"
NA,"Colombia-Casanare","province",71,15531,0,"cases"
NA,"Colombia-Meta","province",72,19585,72,"cases"
NA,"Colombia-Vichada","province",24,263,0,"cases"
NA,"Colombia-Cauca","province",31,3680,50,"cases"
NA,"Colombia-Choco","province",19,946,68,"cases"
NA,"Colombia-Narino","province",36,1748,39,"cases"
NA,"Colombia-Valle","province",782,118377,0,"cases"
NA,"Colombia-Atlantico","province",1,1763,0,"cases"
NA,"Colombia-Barranquilla","province",0,5565,0,"cases"
NA,"Colombia-Bolivar","province",1,585,0,"cases"
NA,"Colombia-Cartagena","province",0,480,0,"cases"
NA,"Colombia-Cesar","province",13,3698,0,"cases"
NA,"Colombia-Cordoba","province",7,12543,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2453,0,"cases"
NA,"Colombia-San_Andres","province",1,1317,0,"cases"
NA,"Colombia-Santa_Marta","province",5,1607,0,"cases"
NA,"Colombia-Sucre","province",6,6849,0,"cases"
