"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,5,"cases"
NA,"Colombia-Caqueta","province",32,6480,71,"cases"
NA,"Colombia-Guainia","province",18,57,2,"cases"
NA,"Colombia-Guaviare","province",28,1709,0,"cases"
NA,"Colombia-Vaupes","province",2,2,1,"cases"
NA,"Colombia-Putumayo","province",11,559,0,"cases"
NA,"Colombia-Antioquia","province",34,14100,133,"cases"
NA,"Colombia-Bogota","province",1,0,188,"cases"
NA,"Colombia-Caldas","province",23,2901,17,"cases"
NA,"Colombia-Cundinamarca","province",203,16650,38,"cases"
NA,"Colombia-Huila","province",157,28096,0,"cases"
NA,"Colombia-Quindio","province",0,5280,0,"cases"
NA,"Colombia-Risaralda","province",25,4336,0,"cases"
NA,"Colombia-Tolima","province",220,39241,28,"cases"
NA,"Colombia-Boyaca","province",55,685,34,"cases"
NA,"Colombia-Norte_Santander","province",50,6062,5,"cases"
NA,"Colombia-Santander","province",18,10496,84,"cases"
NA,"Colombia-Arauca","province",19,5424,0,"cases"
NA,"Colombia-Casanare","province",71,15484,0,"cases"
NA,"Colombia-Meta","province",72,19247,71,"cases"
NA,"Colombia-Vichada","province",24,242,0,"cases"
NA,"Colombia-Cauca","province",31,3640,62,"cases"
NA,"Colombia-Choco","province",19,902,68,"cases"
NA,"Colombia-Narino","province",36,1745,38,"cases"
NA,"Colombia-Valle","province",779,113892,0,"cases"
NA,"Colombia-Atlantico","province",0,1750,0,"cases"
NA,"Colombia-Barranquilla","province",0,5350,0,"cases"
NA,"Colombia-Bolivar","province",1,533,0,"cases"
NA,"Colombia-Cartagena","province",0,434,0,"cases"
NA,"Colombia-Cesar","province",13,3678,0,"cases"
NA,"Colombia-Cordoba","province",7,12520,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2398,0,"cases"
NA,"Colombia-San_Andres","province",1,1085,3,"cases"
NA,"Colombia-Santa_Marta","province",5,1592,0,"cases"
NA,"Colombia-Sucre","province",6,6755,0,"cases"
