"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",19,3720,0,"cases"
NA,"Colombia-Santander","province",20,1995,28,"cases"
NA,"Colombia-Tolima","province",12,1494,20,"cases"
NA,"Colombia-Risaralda","province",0,1286,1,"cases"
NA,"Colombia-Cundinamarca","province",15,1178,28,"cases"
NA,"Colombia-Meta","province",6,1075,0,"cases"
NA,"Colombia-Huila","province",4,934,0,"cases"
NA,"Colombia-Antioquia","province",16,765,11,"cases"
NA,"Colombia-Barranquilla","province",1,687,0,"cases"
NA,"Colombia-Putumayo","province",6,536,0,"cases"
NA,"Colombia-Quindio","province",3,493,0,"cases"
NA,"Colombia-Caqueta","province",3,486,3,"cases"
NA,"Colombia-Cordoba","province",2,401,0,"cases"
NA,"Colombia-Cauca","province",3,338,2,"cases"
NA,"Colombia-Casanare","province",0,232,0,"cases"
NA,"Colombia-Arauca","province",2,228,0,"cases"
NA,"Colombia-Boyaca","province",0,183,18,"cases"
NA,"Colombia-Norte_Santander","province",1,155,7,"cases"
NA,"Colombia-Guaviare","province",0,155,1,"cases"
NA,"Colombia-Cesar","province",1,126,0,"cases"
NA,"Colombia-Caldas","province",0,125,2,"cases"
NA,"Colombia-Sucre","province",0,115,0,"cases"
NA,"Colombia-Santa_Marta","province",4,94,0,"cases"
NA,"Colombia-Atlantico","province",0,96,0,"cases"
NA,"Colombia-Narino","province",1,32,25,"cases"
NA,"Colombia-Bolivar","province",1,31,0,"cases"
NA,"Colombia-Vichada","province",1,29,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-Cartagena","province",0,23,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Exterior","province",1,0,18,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Magdalena","province",0,15,0,"cases"
NA,"Colombia-Choco","province",2,9,2,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
