"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,15,"cases"
NA,"Colombia-Caqueta","province",1,47,121,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,7,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
NA,"Colombia-Putumayo","province",24,91,2,"cases"
NA,"Colombia-Antioquia","province",47,6411,116,"cases"
NA,"Colombia-Bogota","province",1,0,232,"cases"
NA,"Colombia-Caldas","province",14,1920,19,"cases"
NA,"Colombia-Cundinamarca","province",53,10249,233,"cases"
NA,"Colombia-Huila","province",37,19188,145,"cases"
NA,"Colombia-Quindio","province",1,113,1,"cases"
NA,"Colombia-Risaralda","province",4,49,1,"cases"
NA,"Colombia-Tolima","province",37,15641,2710,"cases"
NA,"Colombia-Boyaca","province",8,13,56,"cases"
NA,"Colombia-Norte_Santander","province",344,28957,206,"cases"
NA,"Colombia-Santander","province",12,1619,92,"cases"
NA,"Colombia-Arauca","province",3,191,1102,"cases"
NA,"Colombia-Casanare","province",2,817,24,"cases"
NA,"Colombia-Meta","province",4,435,124,"cases"
NA,"Colombia-Vichada","province",0,0,13,"cases"
NA,"Colombia-Cauca","province",6,43,272,"cases"
NA,"Colombia-Choco","province",2,1,10,"cases"
NA,"Colombia-Narino","province",3,39,16,"cases"
NA,"Colombia-Valle","province",24,7921,5,"cases"
NA,"Colombia-Atlantico","province",32,3278,29,"cases"
NA,"Colombia-Barranquilla","province",16,6921,0,"cases"
NA,"Colombia-Bolivar","province",302,18243,0,"cases"
NA,"Colombia-Cartagena","province",28,12540,0,"cases"
NA,"Colombia-Cesar","province",35,2077,15,"cases"
NA,"Colombia-Cordoba","province",91,15279,8,"cases"
NA,"Colombia-Guajira","province",46,10930,24,"cases"
NA,"Colombia-Magdalena","province",30,5105,330,"cases"
NA,"Colombia-San_Andres","province",5,552,8,"cases"
NA,"Colombia-Santa_Marta","province",10,5649,0,"cases"
NA,"Colombia-Sucre","province",95,19838,2,"cases"
