"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",15,2936,0,"cases"
NA,"Colombia-Santander","province",6,1540,22,"cases"
NA,"Colombia-Tolima","province",12,1354,20,"cases"
NA,"Colombia-Cundinamarca","province",14,1076,29,"cases"
NA,"Colombia-Risaralda","province",0,949,0,"cases"
NA,"Colombia-Meta","province",3,896,0,"cases"
NA,"Colombia-Huila","province",4,892,0,"cases"
NA,"Colombia-Antioquia","province",12,615,10,"cases"
NA,"Colombia-Barranquilla","province",1,616,0,"cases"
NA,"Colombia-Caqueta","province",2,483,3,"cases"
NA,"Colombia-Putumayo","province",2,463,0,"cases"
NA,"Colombia-Quindio","province",2,379,0,"cases"
NA,"Colombia-Cordoba","province",2,330,0,"cases"
NA,"Colombia-Cauca","province",2,259,2,"cases"
NA,"Colombia-Boyaca","province",0,169,15,"cases"
NA,"Colombia-Arauca","province",2,164,0,"cases"
NA,"Colombia-Casanare","province",0,148,0,"cases"
NA,"Colombia-Norte_Santander","province",1,125,7,"cases"
NA,"Colombia-Cesar","province",1,125,0,"cases"
NA,"Colombia-Sucre","province",0,112,0,"cases"
NA,"Colombia-Guaviare","province",0,107,1,"cases"
NA,"Colombia-Caldas","province",0,100,3,"cases"
NA,"Colombia-Santa_Marta","province",4,90,0,"cases"
NA,"Colombia-Atlantico","province",0,83,0,"cases"
NA,"Colombia-Narino","province",1,33,23,"cases"
NA,"Colombia-Bolivar","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,22,0,"cases"
NA,"Colombia-Vichada","province",1,21,0,"cases"
NA,"Colombia-Cartagena","province",0,20,0,"cases"
NA,"Colombia-Amazonas","province",0,17,3,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Exterior","province",1,0,13,"cases"
NA,"Colombia-Guajira","province",0,13,0,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
NA,"Colombia-San_Andres","province",0,6,2,"cases"
