"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,4900,492,"cases"
NA,"Colombia-Guainia","province",5,40,1,"cases"
NA,"Colombia-Guaviare","province",2,913,4,"cases"
NA,"Colombia-Vaupes","province",0,0,2,"cases"
NA,"Colombia-Putumayo","province",3,322,5,"cases"
NA,"Colombia-Antioquia","province",33,11827,114,"cases"
NA,"Colombia-Bogota","province",1,0,192,"cases"
NA,"Colombia-Caldas","province",8,2506,43,"cases"
NA,"Colombia-Cundinamarca","province",82,14954,142,"cases"
NA,"Colombia-Huila","province",77,26358,124,"cases"
NA,"Colombia-Quindio","province",0,1527,2,"cases"
NA,"Colombia-Risaralda","province",5,1423,1,"cases"
NA,"Colombia-Tolima","province",105,33903,867,"cases"
NA,"Colombia-Boyaca","province",18,560,41,"cases"
NA,"Colombia-Norte_Santander","province",25,5802,64,"cases"
NA,"Colombia-Santander","province",7,6222,60,"cases"
NA,"Colombia-Arauca","province",1,4397,4,"cases"
NA,"Colombia-Casanare","province",17,12087,42,"cases"
NA,"Colombia-Meta","province",38,15142,370,"cases"
NA,"Colombia-Vichada","province",0,0,136,"cases"
NA,"Colombia-Cauca","province",8,2732,199,"cases"
NA,"Colombia-Choco","province",8,383,224,"cases"
NA,"Colombia-Narino","province",13,1057,46,"cases"
NA,"Colombia-Valle","province",44,88999,34,"cases"
NA,"Colombia-Atlantico","province",0,1598,14,"cases"
NA,"Colombia-Barranquilla","province",0,4473,0,"cases"
NA,"Colombia-Bolivar","province",1,481,0,"cases"
NA,"Colombia-Cartagena","province",0,370,0,"cases"
NA,"Colombia-Cesar","province",10,3182,11,"cases"
NA,"Colombia-Cordoba","province",4,12208,11,"cases"
NA,"Colombia-Guajira","province",7,4429,19,"cases"
NA,"Colombia-Magdalena","province",1,1798,8,"cases"
NA,"Colombia-San_Andres","province",0,561,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1551,0,"cases"
NA,"Colombia-Sucre","province",5,6520,0,"cases"
