"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",19,3173,0,"cases"
NA,"Colombia-Santander","province",11,1702,22,"cases"
NA,"Colombia-Tolima","province",12,1430,22,"cases"
NA,"Colombia-Cundinamarca","province",14,1120,28,"cases"
NA,"Colombia-Risaralda","province",0,1051,0,"cases"
NA,"Colombia-Meta","province",5,973,0,"cases"
NA,"Colombia-Huila","province",4,908,0,"cases"
NA,"Colombia-Barranquilla","province",1,687,1,"cases"
NA,"Colombia-Antioquia","province",15,650,11,"cases"
NA,"Colombia-Putumayo","province",6,492,0,"cases"
NA,"Colombia-Caqueta","province",2,488,3,"cases"
NA,"Colombia-Quindio","province",2,389,0,"cases"
NA,"Colombia-Cordoba","province",2,364,0,"cases"
NA,"Colombia-Cauca","province",3,269,2,"cases"
NA,"Colombia-Arauca","province",1,189,2,"cases"
NA,"Colombia-Boyaca","province",0,171,16,"cases"
NA,"Colombia-Casanare","province",0,178,0,"cases"
NA,"Colombia-Norte_Santander","province",0,139,8,"cases"
NA,"Colombia-Cesar","province",1,126,0,"cases"
NA,"Colombia-Guaviare","province",0,121,1,"cases"
NA,"Colombia-Sucre","province",0,113,0,"cases"
NA,"Colombia-Caldas","province",0,107,4,"cases"
NA,"Colombia-Santa_Marta","province",4,90,0,"cases"
NA,"Colombia-Atlantico","province",0,84,0,"cases"
NA,"Colombia-Narino","province",1,35,23,"cases"
NA,"Colombia-Bolivar","province",0,29,1,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Vichada","province",1,24,0,"cases"
NA,"Colombia-Buenaventura","province",0,24,0,"cases"
NA,"Colombia-Cartagena","province",0,22,0,"cases"
NA,"Colombia-Amazonas","province",0,17,3,"cases"
NA,"Colombia-Exterior","province",1,0,17,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Guajira","province",0,14,0,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
NA,"Colombia-San_Andres","province",0,6,2,"cases"
