"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",21,3878,0,"cases"
NA,"Colombia-Santander","province",21,2093,32,"cases"
NA,"Colombia-Tolima","province",13,1518,20,"cases"
NA,"Colombia-Risaralda","province",0,1364,1,"cases"
NA,"Colombia-Cundinamarca","province",15,1193,31,"cases"
NA,"Colombia-Meta","province",7,1111,0,"cases"
NA,"Colombia-Huila","province",4,954,0,"cases"
NA,"Colombia-Antioquia","province",17,789,14,"cases"
NA,"Colombia-Barranquilla","province",1,689,0,"cases"
NA,"Colombia-Putumayo","province",6,557,0,"cases"
NA,"Colombia-Quindio","province",3,541,0,"cases"
NA,"Colombia-Caqueta","province",3,507,3,"cases"
NA,"Colombia-Cordoba","province",2,402,0,"cases"
NA,"Colombia-Cauca","province",4,346,2,"cases"
NA,"Colombia-Casanare","province",0,246,0,"cases"
NA,"Colombia-Arauca","province",2,236,0,"cases"
NA,"Colombia-Boyaca","province",0,189,22,"cases"
NA,"Colombia-Norte_Santander","province",1,165,7,"cases"
NA,"Colombia-Guaviare","province",0,166,1,"cases"
NA,"Colombia-Cesar","province",1,130,0,"cases"
NA,"Colombia-Caldas","province",0,128,2,"cases"
NA,"Colombia-Sucre","province",0,116,0,"cases"
NA,"Colombia-Santa_Marta","province",4,96,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",1,36,25,"cases"
NA,"Colombia-Bolivar","province",1,35,0,"cases"
NA,"Colombia-Vichada","province",3,28,0,"cases"
NA,"Colombia-Cartagena","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Magdalena","province",0,15,0,"cases"
NA,"Colombia-Choco","province",2,10,3,"cases"
NA,"Colombia-Vaupes","province",0,10,0,"cases"
NA,"Colombia-Exterior","province",1,0,22,"cases"
