"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,5004,483,"cases"
NA,"Colombia-Guainia","province",5,53,1,"cases"
NA,"Colombia-Guaviare","province",2,1024,4,"cases"
NA,"Colombia-Vaupes","province",0,0,2,"cases"
NA,"Colombia-Putumayo","province",3,344,5,"cases"
NA,"Colombia-Antioquia","province",33,12013,120,"cases"
NA,"Colombia-Bogota","province",1,0,192,"cases"
NA,"Colombia-Caldas","province",8,2536,44,"cases"
NA,"Colombia-Cundinamarca","province",82,15079,142,"cases"
NA,"Colombia-Huila","province",78,26582,127,"cases"
NA,"Colombia-Quindio","province",0,1718,2,"cases"
NA,"Colombia-Risaralda","province",5,1617,2,"cases"
NA,"Colombia-Tolima","province",105,34774,870,"cases"
NA,"Colombia-Boyaca","province",18,568,41,"cases"
NA,"Colombia-Norte_Santander","province",25,5827,65,"cases"
NA,"Colombia-Santander","province",7,6558,66,"cases"
NA,"Colombia-Arauca","province",1,4601,4,"cases"
NA,"Colombia-Casanare","province",17,12712,51,"cases"
NA,"Colombia-Meta","province",38,15627,381,"cases"
NA,"Colombia-Vichada","province",0,0,147,"cases"
NA,"Colombia-Cauca","province",8,2889,204,"cases"
NA,"Colombia-Choco","province",8,382,244,"cases"
NA,"Colombia-Narino","province",13,1068,47,"cases"
NA,"Colombia-Cauca","province",44,93143,34,"cases"
NA,"Colombia-Atlantico","province",0,1605,14,"cases"
NA,"Colombia-Barranquilla","province",0,4516,0,"cases"
NA,"Colombia-Bolivar","province",1,489,0,"cases"
NA,"Colombia-Cartagena","province",0,371,0,"cases"
NA,"Colombia-Cesar","province",10,3234,11,"cases"
NA,"Colombia-Cordoba","province",4,12248,11,"cases"
NA,"Colombia-Guajira","province",7,4429,19,"cases"
NA,"Colombia-Magdalena","province",1,1856,8,"cases"
NA,"Colombia-San_Andres","province",0,593,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1551,0,"cases"
NA,"Colombia-Sucre","province",5,6552,0,"cases"
