"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,16,"cases"
NA,"Colombia-Caqueta","province",1,57,200,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,7,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
NA,"Colombia-Putumayo","province",24,100,2,"cases"
NA,"Colombia-Antioquia","province",47,7153,141,"cases"
NA,"Colombia-Bogota","province",1,0,240,"cases"
NA,"Colombia-Caldas","province",14,2010,19,"cases"
NA,"Colombia-Cundinamarca","province",52,10855,385,"cases"
NA,"Colombia-Huila","province",37,20443,154,"cases"
NA,"Colombia-Quindio","province",1,136,1,"cases"
NA,"Colombia-Risaralda","province",4,55,1,"cases"
NA,"Colombia-Tolima","province",38,17746,3096,"cases"
NA,"Colombia-Boyaca","province",8,16,83,"cases"
NA,"Colombia-Norte_Santander","province",344,29195,205,"cases"
NA,"Colombia-Santander","province",11,1815,105,"cases"
NA,"Colombia-Arauca","province",3,243,1301,"cases"
NA,"Colombia-Casanare","province",2,1110,33,"cases"
NA,"Colombia-Meta","province",4,645,203,"cases"
NA,"Colombia-Vichada","province",0,0,27,"cases"
NA,"Colombia-Cauca","province",6,65,390,"cases"
NA,"Colombia-Choco","province",2,1,84,"cases"
NA,"Colombia-Narino","province",3,44,16,"cases"
NA,"Colombia-Valle","province",24,10329,5,"cases"
NA,"Colombia-Atlantico","province",32,3341,31,"cases"
NA,"Colombia-Barranquilla","province",16,7121,0,"cases"
NA,"Colombia-Bolivar","province",302,18249,0,"cases"
NA,"Colombia-Cartagena","province",29,12541,0,"cases"
NA,"Colombia-Cesar","province",35,2877,15,"cases"
NA,"Colombia-Cordoba","province",91,15679,14,"cases"
NA,"Colombia-Guajira","province",46,10934,38,"cases"
NA,"Colombia-Magdalena","province",30,5236,343,"cases"
NA,"Colombia-San_Andres","province",5,587,8,"cases"
NA,"Colombia-Santa_Marta","province",10,5678,0,"cases"
NA,"Colombia-Sucre","province",95,19845,3,"cases"
