"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,16,"cases"
NA,"Colombia-Caqueta","province",1,12,61,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,3,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
NA,"Colombia-Putumayo","province",24,76,2,"cases"
NA,"Colombia-Antioquia","province",47,4115,53,"cases"
NA,"Colombia-Bogota","province",1,0,368,"cases"
NA,"Colombia-Caldas","province",13,1619,22,"cases"
NA,"Colombia-Cundinamarca","province",47,6237,159,"cases"
NA,"Colombia-Huila","province",37,13784,117,"cases"
NA,"Colombia-Quindio","province",1,61,0,"cases"
NA,"Colombia-Risaralda","province",4,28,0,"cases"
NA,"Colombia-Tolima","province",33,7040,792,"cases"
NA,"Colombia-Boyaca","province",8,18,43,"cases"
NA,"Colombia-Norte_Santander","province",304,27925,188,"cases"
NA,"Colombia-Santander","province",9,1156,71,"cases"
NA,"Colombia-Arauca","province",3,98,600,"cases"
NA,"Colombia-Casanare","province",2,174,6,"cases"
NA,"Colombia-Meta","province",3,202,35,"cases"
NA,"Colombia-Vichada","province",0,0,10,"cases"
NA,"Colombia-Cauca","province",5,19,85,"cases"
NA,"Colombia-Choco","province",2,1,9,"cases"
NA,"Colombia-Narino","province",3,12,11,"cases"
NA,"Colombia-Valle","province",24,2911,4,"cases"
NA,"Colombia-Atlantico","province",32,3054,31,"cases"
NA,"Colombia-Barranquilla","province",16,6438,0,"cases"
NA,"Colombia-Bolivar","province",301,18054,0,"cases"
NA,"Colombia-Cartagena","province",28,12414,0,"cases"
NA,"Colombia-Cesar","province",35,1506,14,"cases"
NA,"Colombia-Cordoba","province",69,12056,10,"cases"
NA,"Colombia-Guajira","province",45,9756,25,"cases"
NA,"Colombia-Magdalena","province",29,4821,335,"cases"
NA,"Colombia-San_Andres","province",5,312,3,"cases"
NA,"Colombia-Santa_Marta","province",10,5069,0,"cases"
NA,"Colombia-Sucre","province",94,18581,2,"cases"
