"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",21,3909,0,"cases"
NA,"Colombia-Santander","province",21,2104,32,"cases"
NA,"Colombia-Tolima","province",13,1524,20,"cases"
NA,"Colombia-Risaralda","province",0,1376,1,"cases"
NA,"Colombia-Cundinamarca","province",15,1195,31,"cases"
NA,"Colombia-Meta","province",7,1120,0,"cases"
NA,"Colombia-Huila","province",4,954,0,"cases"
NA,"Colombia-Antioquia","province",19,778,13,"cases"
NA,"Colombia-Barranquilla","province",1,688,0,"cases"
NA,"Colombia-Putumayo","province",6,558,0,"cases"
NA,"Colombia-Quindio","province",2,544,0,"cases"
NA,"Colombia-Caqueta","province",2,507,3,"cases"
NA,"Colombia-Cordoba","province",2,403,0,"cases"
NA,"Colombia-Cauca","province",5,347,2,"cases"
NA,"Colombia-Casanare","province",0,247,0,"cases"
NA,"Colombia-Arauca","province",1,236,0,"cases"
NA,"Colombia-Boyaca","province",0,189,22,"cases"
NA,"Colombia-Norte_Santander","province",0,168,7,"cases"
NA,"Colombia-Guaviare","province",0,168,1,"cases"
NA,"Colombia-Caldas","province",0,132,2,"cases"
NA,"Colombia-Cesar","province",1,129,0,"cases"
NA,"Colombia-Sucre","province",0,116,0,"cases"
NA,"Colombia-Santa_Marta","province",4,96,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",1,39,25,"cases"
NA,"Colombia-Bolivar","province",0,36,0,"cases"
NA,"Colombia-Vichada","province",3,29,0,"cases"
NA,"Colombia-Cartagena","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Exterior","province",1,0,21,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Magdalena","province",0,16,0,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Choco","province",2,10,3,"cases"
NA,"Colombia-Vaupes","province",0,10,0,"cases"
