"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",3,6,4,"cases"
NA,"Colombia-Caqueta","province",26,6014,119,"cases"
NA,"Colombia-Guainia","province",15,57,1,"cases"
NA,"Colombia-Guaviare","province",26,1414,0,"cases"
NA,"Colombia-Vaupes","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",5,452,0,"cases"
NA,"Colombia-Antioquia","province",33,13049,127,"cases"
NA,"Colombia-Bogota","province",1,0,214,"cases"
NA,"Colombia-Caldas","province",17,2614,39,"cases"
NA,"Colombia-Cundinamarca","province",141,15742,39,"cases"
NA,"Colombia-Huila","province",108,27318,0,"cases"
NA,"Colombia-Quindio","province",0,3785,0,"cases"
NA,"Colombia-Risaralda","province",10,2496,0,"cases"
NA,"Colombia-Tolima","province",144,37180,11,"cases"
NA,"Colombia-Boyaca","province",43,563,38,"cases"
NA,"Colombia-Norte_Santander","province",40,5943,21,"cases"
NA,"Colombia-Santander","province",10,8495,73,"cases"
NA,"Colombia-Arauca","province",5,5142,0,"cases"
NA,"Colombia-Casanare","province",29,14859,1,"cases"
NA,"Colombia-Meta","province",58,18022,100,"cases"
NA,"Colombia-Vichada","province",24,166,0,"cases"
NA,"Colombia-Cauca","province",27,3377,116,"cases"
NA,"Colombia-Choco","province",13,706,134,"cases"
NA,"Colombia-Narino","province",30,1107,35,"cases"
NA,"Colombia-Valle","province",70,108313,0,"cases"
NA,"Colombia-Atlantico","province",0,1683,0,"cases"
NA,"Colombia-Barranquilla","province",0,4829,0,"cases"
NA,"Colombia-Bolivar","province",1,515,0,"cases"
NA,"Colombia-Cartagena","province",0,388,0,"cases"
NA,"Colombia-Cesar","province",12,3618,0,"cases"
NA,"Colombia-Cordoba","province",5,12408,0,"cases"
NA,"Colombia-Guajira","province",8,4461,0,"cases"
NA,"Colombia-Magdalena","province",1,2039,0,"cases"
NA,"Colombia-San_Andres","province",1,675,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1573,0,"cases"
NA,"Colombia-Sucre","province",5,6638,0,"cases"
