"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,13,"cases"
NA,"Colombia-Caqueta","province",1,5,30,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,2,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
NA,"Colombia-Putumayo","province",21,71,2,"cases"
NA,"Colombia-Antioquia","province",6,2310,86,"cases"
NA,"Colombia-Bogota","province",1,0,291,"cases"
NA,"Colombia-Caldas","province",3,1221,18,"cases"
NA,"Colombia-Cundinamarca","province",2,3420,172,"cases"
NA,"Colombia-Huila","province",9,8094,115,"cases"
NA,"Colombia-Quindio","province",1,36,0,"cases"
NA,"Colombia-Risaralda","province",2,19,0,"cases"
NA,"Colombia-Tolima","province",2,3255,334,"cases"
NA,"Colombia-Boyaca","province",6,24,10,"cases"
NA,"Colombia-Norte_Santander","province",78,26668,102,"cases"
NA,"Colombia-Santander","province",8,718,46,"cases"
NA,"Colombia-Arauca","province",3,92,250,"cases"
NA,"Colombia-Casanare","province",2,57,4,"cases"
NA,"Colombia-Meta","province",2,134,17,"cases"
NA,"Colombia-Vichada","province",0,0,8,"cases"
NA,"Colombia-Cauca","province",3,5,67,"cases"
NA,"Colombia-Choco","province",0,1,8,"cases"
NA,"Colombia-Narino","province",3,10,10,"cases"
NA,"Colombia-Valle","province",22,1219,2,"cases"
NA,"Colombia-Atlantico","province",27,2741,32,"cases"
NA,"Colombia-Barranquilla","province",7,5072,0,"cases"
NA,"Colombia-Bolivar","province",138,17956,0,"cases"
NA,"Colombia-Cartagena","province",16,12370,0,"cases"
NA,"Colombia-Cesar","province",25,987,10,"cases"
NA,"Colombia-Cordoba","province",59,7872,10,"cases"
NA,"Colombia-Guajira","province",29,7418,18,"cases"
NA,"Colombia-Magdalena","province",28,4002,333,"cases"
NA,"Colombia-San_Andres","province",2,304,3,"cases"
NA,"Colombia-Santa_Marta","province",6,4556,0,"cases"
NA,"Colombia-Sucre","province",70,16124,1,"cases"
