"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,4769,479,"cases"
NA,"Colombia-Guainia","province",5,31,1,"cases"
NA,"Colombia-Guaviare","province",2,801,4,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",3,269,4,"cases"
NA,"Colombia-Antioquia","province",32,11654,110,"cases"
NA,"Colombia-Bogota","province",1,0,191,"cases"
NA,"Colombia-Caldas","province",8,2499,42,"cases"
NA,"Colombia-Cundinamarca","province",81,14771,142,"cases"
NA,"Colombia-Huila","province",76,26073,122,"cases"
NA,"Colombia-Quindio","province",0,1370,2,"cases"
NA,"Colombia-Risaralda","province",5,1306,1,"cases"
NA,"Colombia-Tolima","province",105,33484,861,"cases"
NA,"Colombia-Boyaca","province",18,541,40,"cases"
NA,"Colombia-Norte_Santander","province",25,5775,64,"cases"
NA,"Colombia-Santander","province",7,5890,57,"cases"
NA,"Colombia-Arauca","province",1,4186,4,"cases"
NA,"Colombia-Casanare","province",17,11284,42,"cases"
NA,"Colombia-Meta","province",33,12532,354,"cases"
NA,"Colombia-Vichada","province",0,0,119,"cases"
NA,"Colombia-Cauca","province",7,2621,196,"cases"
NA,"Colombia-Choco","province",8,367,224,"cases"
NA,"Colombia-Narino","province",13,1022,45,"cases"
NA,"Colombia-Valle","province",44,85070,33,"cases"
NA,"Colombia-Atlantico","province",0,1595,14,"cases"
NA,"Colombia-Barranquilla","province",0,4431,0,"cases"
NA,"Colombia-Bolivar","province",1,475,0,"cases"
NA,"Colombia-Cartagena","province",0,370,0,"cases"
NA,"Colombia-Cesar","province",9,3090,11,"cases"
NA,"Colombia-Cordoba","province",3,12173,11,"cases"
NA,"Colombia-Guajira","province",7,4429,19,"cases"
NA,"Colombia-Magdalena","province",1,1749,8,"cases"
NA,"Colombia-San_Andres","province",0,555,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1550,0,"cases"
NA,"Colombia-Sucre","province",2,6508,0,"cases"
