"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",15,2527,0,"cases"
NA,"Colombia-Tolima","province",12,1321,20,"cases"
NA,"Colombia-Santander","province",2,1320,16,"cases"
NA,"Colombia-Cundinamarca","province",13,1029,25,"cases"
NA,"Colombia-Meta","province",2,842,0,"cases"
NA,"Colombia-Huila","province",4,780,0,"cases"
NA,"Colombia-Risaralda","province",0,736,0,"cases"
NA,"Colombia-Antioquia","province",9,561,8,"cases"
NA,"Colombia-Caqueta","province",1,463,3,"cases"
NA,"Colombia-Putumayo","province",2,413,0,"cases"
NA,"Colombia-Barranquilla","province",1,395,0,"cases"
NA,"Colombia-Quindio","province",1,327,0,"cases"
NA,"Colombia-Cauca","province",2,233,2,"cases"
NA,"Colombia-Cordoba","province",2,228,0,"cases"
NA,"Colombia-Boyaca","province",0,151,16,"cases"
NA,"Colombia-Arauca","province",1,135,0,"cases"
NA,"Colombia-Norte_Santander","province",1,124,7,"cases"
NA,"Colombia-Cesar","province",1,116,0,"cases"
NA,"Colombia-Sucre","province",0,111,0,"cases"
NA,"Colombia-Casanare","province",0,108,0,"cases"
NA,"Colombia-Caldas","province",1,88,3,"cases"
NA,"Colombia-Atlantico","province",0,82,0,"cases"
NA,"Colombia-Guaviare","province",0,66,1,"cases"
NA,"Colombia-Narino","province",1,27,23,"cases"
NA,"Colombia-Santa_Marta","province",3,32,0,"cases"
NA,"Colombia-Bolivar","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,23,0,"cases"
NA,"Colombia-Buenaventura","province",0,21,0,"cases"
NA,"Colombia-Cartagena","province",0,18,0,"cases"
NA,"Colombia-Vichada","province",1,17,0,"cases"
NA,"Colombia-Amazonas","province",0,12,2,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Exterior","province",1,0,11,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,"Colombia-Vaupes","province",0,8,0,"cases"
NA,"Colombia-San_Andres","province",0,5,2,"cases"
