"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,7,"cases"
NA,"Colombia-Caqueta","province",0,0,4,"cases"
NA,"Colombia-Guainia","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",15,61,8,"cases"
NA,"Colombia-Antioquia","province",3,36,316,"cases"
NA,"Colombia-Bogota","province",1,0,16,"cases"
NA,"Colombia-Caldas","province",3,9,23,"cases"
NA,"Colombia-Cundinamarca","province",2,53,38,"cases"
NA,"Colombia-Huila","province",9,899,27,"cases"
NA,"Colombia-Quindio","province",0,0,12,"cases"
NA,"Colombia-Risaralda","province",2,1,9,"cases"
NA,"Colombia-Tolima","province",2,10,30,"cases"
NA,"Colombia-Boyaca","province",6,9,9,"cases"
NA,"Colombia-Norte_Santander","province",35,15095,184,"cases"
NA,"Colombia-Santander","province",6,135,58,"cases"
NA,"Colombia-Arauca","province",2,13,60,"cases"
NA,"Colombia-Casanare","province",2,10,9,"cases"
NA,"Colombia-Meta","province",2,46,7,"cases"
NA,"Colombia-Vichada","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,2,50,"cases"
NA,"Colombia-Choco","province",0,0,5,"cases"
NA,"Colombia-Narino","province",1,7,8,"cases"
NA,"Colombia-Valle","province",11,182,36,"cases"
NA,"Colombia-Atlantico","province",19,581,649,"cases"
NA,"Colombia-Barranquilla","province",4,1501,0,"cases"
NA,"Colombia-Bolivar","province",118,16726,18,"cases"
NA,"Colombia-Cartagena","province",11,11314,0,"cases"
NA,"Colombia-Cesar","province",16,110,208,"cases"
NA,"Colombia-Cordoba","province",44,944,243,"cases"
NA,"Colombia-Guajira","province",15,3909,100,"cases"
NA,"Colombia-Magdalena","province",5,1230,965,"cases"
NA,"Colombia-San_Andres","province",1,150,1,"cases"
NA,"Colombia-Santa_Marta","province",3,2585,0,"cases"
NA,"Colombia-Sucre","province",51,7923,1297,"cases"
