"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,7,"cases"
NA,"Colombia-Caqueta","province",0,0,4,"cases"
NA,"Colombia-Guainia","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",15,60,6,"cases"
NA,"Colombia-Antioquia","province",3,31,212,"cases"
NA,"Colombia-Bogota","province",1,0,16,"cases"
NA,"Colombia-Caldas","province",3,10,19,"cases"
NA,"Colombia-Cundinamarca","province",2,16,25,"cases"
NA,"Colombia-Huila","province",9,617,11,"cases"
NA,"Colombia-Quindio","province",0,0,11,"cases"
NA,"Colombia-Risaralda","province",2,1,9,"cases"
NA,"Colombia-Tolima","province",2,9,18,"cases"
NA,"Colombia-Boyaca","province",6,9,8,"cases"
NA,"Colombia-Norte_Santander","province",26,11651,164,"cases"
NA,"Colombia-Santander","province",6,98,51,"cases"
NA,"Colombia-Arauca","province",2,10,32,"cases"
NA,"Colombia-Casanare","province",2,10,9,"cases"
NA,"Colombia-Meta","province",2,44,8,"cases"
NA,"Colombia-Vichada","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,2,6,"cases"
NA,"Colombia-Choco","province",0,0,4,"cases"
NA,"Colombia-Narino","province",1,6,9,"cases"
NA,"Colombia-Valle","province",11,186,28,"cases"
NA,"Colombia-Atlantico","province",19,473,547,"cases"
NA,"Colombia-Barranquilla","province",4,971,0,"cases"
NA,"Colombia-Bolivar","province",118,16790,1,"cases"
NA,"Colombia-Cartagena","province",11,10357,0,"cases"
NA,"Colombia-Cesar","province",16,91,184,"cases"
NA,"Colombia-Cordoba","province",44,670,205,"cases"
NA,"Colombia-Guajira","province",15,1925,97,"cases"
NA,"Colombia-Magdalena","province",5,980,750,"cases"
NA,"Colombia-San_Andres","province",1,143,1,"cases"
NA,"Colombia-Santa_Marta","province",3,1479,0,"cases"
NA,"Colombia-Sucre","province",51,5605,1658,"cases"
