"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,4,"cases"
NA,"Colombia-Caqueta","province",32,6620,17,"cases"
NA,"Colombia-Guainia","province",18,57,2,"cases"
NA,"Colombia-Guaviare","province",28,1816,0,"cases"
NA,"Colombia-Vaupes","province",2,3,1,"cases"
NA,"Colombia-Putumayo","province",11,703,0,"cases"
NA,"Colombia-Antioquia","province",34,14460,119,"cases"
NA,"Colombia-Bogota","province",1,0,5,"cases"
NA,"Colombia-Caldas","province",23,2955,17,"cases"
NA,"Colombia-Cundinamarca","province",205,17244,21,"cases"
NA,"Colombia-Huila","province",157,28420,0,"cases"
NA,"Colombia-Quindio","province",0,5588,0,"cases"
NA,"Colombia-Risaralda","province",26,4719,0,"cases"
NA,"Colombia-Tolima","province",224,39760,27,"cases"
NA,"Colombia-Boyaca","province",55,722,25,"cases"
NA,"Colombia-Norte_Santander","province",50,6102,5,"cases"
NA,"Colombia-Santander","province",19,11257,80,"cases"
NA,"Colombia-Arauca","province",19,5453,0,"cases"
NA,"Colombia-Casanare","province",71,15540,0,"cases"
NA,"Colombia-Meta","province",73,20733,78,"cases"
NA,"Colombia-Vichada","province",24,269,0,"cases"
NA,"Colombia-Cauca","province",31,3729,5,"cases"
NA,"Colombia-Choco","province",19,959,53,"cases"
NA,"Colombia-Narino","province",36,1779,35,"cases"
NA,"Colombia-Valle","province",784,118589,0,"cases"
NA,"Colombia-Atlantico","province",1,1769,0,"cases"
NA,"Colombia-Barranquilla","province",0,5619,0,"cases"
NA,"Colombia-Bolivar","province",1,592,0,"cases"
NA,"Colombia-Cartagena","province",0,486,0,"cases"
NA,"Colombia-Cesar","province",13,3706,0,"cases"
NA,"Colombia-Cordoba","province",7,12552,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2470,0,"cases"
NA,"Colombia-San_Andres","province",1,1222,1,"cases"
NA,NA,"province",5,1610,0,"cases"
NA,"Colombia-Sucre","province",6,6874,0,"cases"
