"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,10,4,"cases"
NA,"Colombia-Caqueta","province",41,6702,17,"cases"
NA,"Colombia-Guainia","province",25,52,1,"cases"
NA,"Colombia-Guaviare","province",105,1859,0,"cases"
NA,"Colombia-Vaupes","province",3,2,1,"cases"
NA,"Colombia-Putumayo","province",20,848,0,"cases"
NA,"Colombia-Antioquia","province",172,14558,158,"cases"
NA,"Colombia-Bogota","province",1,0,12,"cases"
NA,"Colombia-Caldas","province",57,2941,18,"cases"
NA,"Colombia-Cundinamarca","province",249,17527,25,"cases"
NA,"Colombia-Huila","province",205,28575,0,"cases"
NA,"Colombia-Quindio","province",29,5714,0,"cases"
NA,"Colombia-Risaralda","province",66,4815,0,"cases"
NA,"Colombia-Tolima","province",353,40977,32,"cases"
NA,"Colombia-Boyaca","province",67,731,29,"cases"
NA,"Colombia-Norte_Santander","province",86,6105,7,"cases"
NA,"Colombia-Santander","province",89,11500,83,"cases"
NA,"Colombia-Arauca","province",64,5465,0,"cases"
NA,"Colombia-Casanare","province",136,15505,0,"cases"
NA,"Colombia-Meta","province",130,20925,81,"cases"
NA,"Colombia-Vichada","province",26,281,0,"cases"
NA,"Colombia-Cauca","province",50,3728,5,"cases"
NA,"Colombia-Choco","province",31,950,54,"cases"
NA,"Colombia-Narino","province",48,2215,34,"cases"
NA,"Colombia-Valle","province",1026,119086,1,"cases"
NA,"Colombia-Atlantico","province",7,1810,0,"cases"
NA,"Colombia-Barranquilla","province",3,5925,1,"cases"
NA,"Colombia-Bolivar","province",7,609,0,"cases"
NA,"Colombia-Cartagena","province",5,500,0,"cases"
NA,"Colombia-Cesar","province",48,3777,0,"cases"
NA,"Colombia-Cordoba","province",9,12601,1,"cases"
NA,"Colombia-Guajira","province",9,4472,0,"cases"
NA,"Colombia-Magdalena","province",4,2500,0,"cases"
NA,"Colombia-San_Andres","province",1,1229,2,"cases"
NA,"Colombia-Santa_Marta","province",7,1616,0,"cases"
NA,"Colombia-Sucre","province",11,6949,0,"cases"
