"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",25,4022,0,"cases"
NA,"Colombia-Santander","province",21,2233,38,"cases"
NA,"Colombia-Tolima","province",17,1577,20,"cases"
NA,"Colombia-Risaralda","province",4,1484,1,"cases"
NA,"Colombia-Cundinamarca","province",18,1223,31,"cases"
NA,"Colombia-Meta","province",9,1163,0,"cases"
NA,"Colombia-Huila","province",6,971,0,"cases"
NA,"Colombia-Antioquia","province",20,845,17,"cases"
NA,"Colombia-Barranquilla","province",1,696,0,"cases"
NA,"Colombia-Putumayo","province",8,596,0,"cases"
NA,"Colombia-Caqueta","province",5,588,3,"cases"
NA,"Colombia-Quindio","province",3,573,0,"cases"
NA,"Colombia-Cordoba","province",2,406,0,"cases"
NA,"Colombia-Cauca","province",6,368,4,"cases"
NA,"Colombia-Casanare","province",0,265,0,"cases"
NA,"Colombia-Arauca","province",1,246,0,"cases"
NA,"Colombia-Boyaca","province",0,199,19,"cases"
NA,"Colombia-Norte_Santander","province",1,174,8,"cases"
NA,"Colombia-Guaviare","province",2,176,1,"cases"
NA,"Colombia-Caldas","province",0,139,2,"cases"
NA,"Colombia-Cesar","province",1,133,0,"cases"
NA,"Colombia-Sucre","province",0,117,0,"cases"
NA,"Colombia-Santa_Marta","province",5,101,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",2,37,29,"cases"
NA,"Colombia-Bolivar","province",0,36,0,"cases"
NA,"Colombia-Cartagena","province",0,35,0,"cases"
NA,"Colombia-Vichada","province",4,28,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,26,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,17,5,"cases"
NA,"Colombia-Choco","province",2,11,8,"cases"
NA,"Colombia-Magdalena","province",0,18,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",2,0,25,"cases"
