"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",3,6,4,"cases"
NA,"Colombia-Caqueta","province",26,6048,119,"cases"
NA,"Colombia-Guainia","province",18,55,1,"cases"
NA,"Colombia-Guaviare","province",26,1442,0,"cases"
NA,"Colombia-Vaupes","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",6,461,0,"cases"
NA,"Colombia-Antioquia","province",34,13178,135,"cases"
NA,"Colombia-Bogota","province",1,0,214,"cases"
NA,"Colombia-Caldas","province",20,2616,39,"cases"
NA,"Colombia-Cundinamarca","province",154,15801,39,"cases"
NA,"Colombia-Huila","province",111,27417,0,"cases"
NA,"Colombia-Quindio","province",0,4038,0,"cases"
NA,"Colombia-Risaralda","province",13,2577,0,"cases"
NA,"Colombia-Tolima","province",170,37562,11,"cases"
NA,"Colombia-Boyaca","province",47,566,38,"cases"
NA,"Colombia-Norte_Santander","province",41,5948,21,"cases"
NA,"Colombia-Santander","province",10,8697,78,"cases"
NA,"Colombia-Arauca","province",5,5177,0,"cases"
NA,"Colombia-Casanare","province",31,14991,1,"cases"
NA,"Colombia-Meta","province",61,18176,102,"cases"
NA,"Colombia-Vichada","province",24,173,0,"cases"
NA,"Colombia-Cauca","province",28,3414,117,"cases"
NA,"Colombia-Choco","province",18,709,153,"cases"
NA,"Colombia-Narino","province",34,1103,35,"cases"
NA,"Colombia-Valle","province",78,109479,0,"cases"
NA,"Colombia-Atlantico","province",0,1688,0,"cases"
NA,"Colombia-Barranquilla","province",0,4900,0,"cases"
NA,"Colombia-Bolivar","province",1,516,0,"cases"
NA,"Colombia-Cartagena","province",0,389,0,"cases"
NA,"Colombia-Cesar","province",12,3620,0,"cases"
NA,"Colombia-Cordoba","province",5,12423,0,"cases"
NA,"Colombia-Guajira","province",8,4461,0,"cases"
NA,"Colombia-Magdalena","province",2,2043,0,"cases"
NA,"Colombia-San_Andres","province",1,709,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1575,0,"cases"
NA,"Colombia-Sucre","province",5,6653,0,"cases"
