"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",6,1935,0,"cases"
NA,"Colombia-Tolima","province",11,1220,19,"cases"
NA,"Colombia-Santander","province",2,911,10,"cases"
NA,"Colombia-Cundinamarca","province",13,885,22,"cases"
NA,"Colombia-Huila","province",4,729,0,"cases"
NA,"Colombia-Meta","province",2,590,2,"cases"
NA,"Colombia-Risaralda","province",0,516,0,"cases"
NA,"Colombia-Antioquia","province",6,477,4,"cases"
NA,NA,"province",0,382,0,"cases"
NA,"Colombia-Caqueta","province",1,373,3,"cases"
NA,"Colombia-Putumayo","province",2,321,0,"cases"
NA,"Colombia-Quindio","province",1,262,0,"cases"
NA,"Colombia-Cauca","province",2,204,2,"cases"
NA,"Colombia-Cordoba","province",1,154,0,"cases"
NA,"Colombia-Norte_Santander","province",1,119,6,"cases"
NA,"Colombia-Boyaca","province",0,102,10,"cases"
NA,"Colombia-Cesar","province",1,106,0,"cases"
NA,"Colombia-Sucre","province",0,105,0,"cases"
NA,"Colombia-Arauca","province",1,97,0,"cases"
NA,"Colombia-Atlantico","province",0,82,0,"cases"
NA,"Colombia-Caldas","province",1,75,3,"cases"
NA,"Colombia-Casanare","province",0,70,0,"cases"
NA,"Colombia-Narino","province",1,18,20,"cases"
NA,"Colombia-Santa_Marta","province",3,28,0,"cases"
NA,"Colombia-Guaviare","province",0,30,0,"cases"
NA,"Colombia-Bolivar","province",0,26,0,"cases"
NA,"Colombia-Guainia","province",1,18,0,"cases"
NA,"Colombia-Buenaventura","province",0,18,0,"cases"
NA,"Colombia-Cartagena","province",0,15,0,"cases"
NA,"Colombia-Vichada","province",0,13,0,"cases"
NA,"Colombia-Magdalena","province",0,12,0,"cases"
NA,"Colombia-Exterior","province",1,0,11,"cases"
NA,"Colombia-Amazonas","province",0,9,3,"cases"
NA,"Colombia-Choco","province",2,7,2,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,NA,"province",0,0,8,"cases"
NA,"Colombia-Vaupes","province",0,7,0,"cases"
NA,"Colombia-San_Andres","province",0,4,0,"cases"
