"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",4,1590,0,"cases"
NA,"Colombia-Tolima","province",10,1115,16,"cases"
NA,"Colombia-Cundinamarca","province",11,844,21,"cases"
NA,"Colombia-Santander","province",2,752,7,"cases"
NA,"Colombia-Huila","province",4,682,0,"cases"
NA,"Colombia-Meta","province",2,593,0,"cases"
NA,"Colombia-Antioquia","province",5,414,3,"cases"
NA,"Colombia-Risaralda","province",0,382,0,"cases"
NA,"Colombia-Caqueta","province",1,351,2,"cases"
NA,"Colombia-Barranquilla","province",0,349,0,"cases"
NA,"Colombia-Putumayo","province",2,254,0,"cases"
NA,"Colombia-Quindio","province",1,223,0,"cases"
NA,"Colombia-Cauca","province",2,174,0,"cases"
NA,"Colombia-Cordoba","province",1,131,0,"cases"
NA,"Colombia-Norte_Santander","province",1,116,5,"cases"
NA,"Colombia-Sucre","province",0,103,0,"cases"
NA,"Colombia-Cesar","province",1,98,0,"cases"
NA,"Colombia-Boyaca","province",0,88,8,"cases"
NA,"Colombia-Atlantico","province",0,81,0,"cases"
NA,"Colombia-Arauca","province",1,77,0,"cases"
NA,"Colombia-Caldas","province",1,71,3,"cases"
NA,"Colombia-Casanare","province",0,61,0,"cases"
NA,"Colombia-Narino","province",1,14,19,"cases"
NA,"Colombia-Santa_Marta","province",3,27,0,"cases"
NA,"Colombia-Bolivar","province",0,25,0,"cases"
NA,"Colombia-Guaviare","province",0,19,0,"cases"
NA,"Colombia-Guainia","province",1,15,0,"cases"
NA,"Colombia-Buenaventura","province",0,16,0,"cases"
NA,"Colombia-Vichada","province",0,12,0,"cases"
NA,"Colombia-Magdalena","province",0,12,0,"cases"
NA,NA,"province",0,0,11,"cases"
NA,"Colombia-Cartagena","province",0,11,0,"cases"
NA,"Colombia-Choco","province",2,6,2,"cases"
NA,"Colombia-Exterior","province",1,0,9,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,"Colombia-Amazonas","province",0,8,1,"cases"
NA,"Colombia-Vaupes","province",0,6,0,"cases"
NA,"Colombia-San_Andres","province",0,4,0,"cases"
