"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",14,3021,0,"cases"
NA,"Colombia-Santander","province",6,1614,22,"cases"
NA,"Colombia-Tolima","province",12,1357,20,"cases"
NA,"Colombia-Cundinamarca","province",14,1097,28,"cases"
NA,"Colombia-Risaralda","province",0,997,0,"cases"
NA,"Colombia-Meta","province",3,943,0,"cases"
NA,"Colombia-Huila","province",4,901,0,"cases"
NA,"Colombia-Barranquilla","province",1,687,0,"cases"
NA,"Colombia-Antioquia","province",13,638,10,"cases"
NA,"Colombia-Caqueta","province",2,485,3,"cases"
NA,"Colombia-Putumayo","province",6,480,0,"cases"
NA,"Colombia-Quindio","province",2,377,0,"cases"
NA,"Colombia-Cordoba","province",2,346,0,"cases"
NA,"Colombia-Cauca","province",3,263,2,"cases"
NA,"Colombia-Boyaca","province",0,169,15,"cases"
NA,"Colombia-Arauca","province",1,176,0,"cases"
NA,"Colombia-Casanare","province",0,165,0,"cases"
NA,"Colombia-Norte_Santander","province",0,130,7,"cases"
NA,"Colombia-Cesar","province",1,126,0,"cases"
NA,"Colombia-Guaviare","province",0,119,1,"cases"
NA,"Colombia-Sucre","province",0,113,0,"cases"
NA,"Colombia-Caldas","province",0,104,3,"cases"
NA,"Colombia-Santa_Marta","province",4,90,0,"cases"
NA,"Colombia-Atlantico","province",0,85,0,"cases"
NA,"Colombia-Narino","province",1,34,23,"cases"
NA,"Colombia-Bolivar","province",0,29,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Vichada","province",1,23,0,"cases"
NA,"Colombia-Buenaventura","province",0,23,0,"cases"
NA,"Colombia-Cartagena","province",0,21,0,"cases"
NA,"Colombia-Amazonas","province",0,17,3,"cases"
NA,"Colombia-Exterior","province",1,0,17,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Guajira","province",0,13,0,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
NA,"Colombia-San_Andres","province",0,6,2,"cases"
NA,NA,"province",1,0,0,"cases"
