"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,4071,584,"cases"
NA,"Colombia-Guainia","province",2,15,0,"cases"
NA,"Colombia-Guaviare","province",0,0,451,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",3,146,5,"cases"
NA,"Colombia-Antioquia","province",31,10595,88,"cases"
NA,"Colombia-Bogota","province",1,0,193,"cases"
NA,"Colombia-Caldas","province",8,2407,31,"cases"
NA,"Colombia-Cundinamarca","province",76,13820,135,"cases"
NA,"Colombia-Huila","province",75,24763,100,"cases"
NA,"Colombia-Quindio","province",0,724,2,"cases"
NA,"Colombia-Risaralda","province",5,564,1,"cases"
NA,"Colombia-Tolima","province",95,31014,764,"cases"
NA,"Colombia-Boyaca","province",13,491,36,"cases"
NA,"Colombia-Norte_Santander","province",24,5682,60,"cases"
NA,"Colombia-Santander","province",6,4362,88,"cases"
NA,"Colombia-Arauca","province",0,2522,815,"cases"
NA,"Colombia-Casanare","province",14,8052,30,"cases"
NA,"Colombia-Meta","province",27,6316,286,"cases"
NA,"Colombia-Vichada","province",0,0,65,"cases"
NA,"Colombia-Cauca","province",3,2050,178,"cases"
NA,"Colombia-Choco","province",7,260,157,"cases"
NA,"Colombia-Narino","province",13,923,31,"cases"
NA,"Colombia-Valle","province",42,62455,31,"cases"
NA,"Colombia-Atlantico","province",0,1567,14,"cases"
NA,"Colombia-Barranquilla","province",0,4158,0,"cases"
NA,"Colombia-Bolivar","province",1,445,0,"cases"
NA,"Colombia-Cartagena","province",0,358,0,"cases"
NA,"Colombia-Cesar","province",9,2970,10,"cases"
NA,"Colombia-Cordoba","province",3,11856,11,"cases"
NA,"Colombia-Guajira","province",7,4421,19,"cases"
NA,"Colombia-Magdalena","province",1,1732,8,"cases"
NA,"Colombia-San_Andres","province",0,530,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1542,0,"cases"
NA,"Colombia-Sucre","province",2,6419,0,"cases"
