"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Tolima","province",0,573,6,"cases"
NA,"Colombia-Cundinamarca","province",0,424,14,"cases"
NA,"Colombia-Valle","province",0,393,0,"cases"
NA,"Colombia-Huila","province",0,265,0,"cases"
NA,"Colombia-Barranquilla","province",0,192,0,"cases"
NA,"Colombia-Santander","province",0,181,3,"cases"
NA,"Colombia-Caqueta","province",0,171,0,"cases"
NA,"Colombia-Antioquia","province",0,154,0,"cases"
NA,"Colombia-Meta","province",0,135,0,"cases"
NA,"Colombia-Putumayo","province",0,95,0,"cases"
NA,"Colombia-Risaralda","province",0,89,0,"cases"
NA,"Colombia-Quindio","province",0,70,0,"cases"
NA,"Colombia-Cordoba","province",0,67,0,"cases"
NA,"Colombia-Norte_Santander","province",0,60,5,"cases"
NA,"Colombia-Sucre","province",0,62,0,"cases"
NA,"Colombia-Cesar","province",0,39,0,"cases"
NA,"Colombia-Cauca","province",0,32,0,"cases"
NA,"Colombia-Caldas","province",0,29,0,"cases"
NA,"Colombia-Atlantico","province",0,27,0,"cases"
NA,"Colombia-Boyaca","province",0,23,3,"cases"
NA,"Colombia-Arauca","province",0,23,0,"cases"
NA,"Colombia-Bolivar","province",0,16,0,"cases"
NA,"Colombia-Santa_Marta","province",0,15,0,"cases"
NA,NA,"province",0,0,12,"cases"
NA,"Colombia-Casanare","province",0,10,0,"cases"
NA,"Colombia-Narino","province",0,4,6,"cases"
NA,"Colombia-Guajira","province",0,7,0,"cases"
NA,"Colombia-Cartagena","province",0,6,0,"cases"
NA,"Colombia-Vichada","province",0,5,0,"cases"
NA,"Colombia-Magdalena","province",0,5,3,"cases"
NA,"Colombia-Exterior","province",0,0,0,"cases"
NA,"Colombia-Choco","province",0,3,0,"cases"
NA,"Colombia-San_Andres","province",0,1,0,"cases"
NA,"Colombia-Guainia","province",0,1,0,"cases"
NA,"Colombia-Amazonas","province",0,1,0,"cases"
NA,"Colombia-Guaviare","province",0,0,0,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
