"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,4,"cases"
NA,"Colombia-Caqueta","province",41,6693,17,"cases"
NA,"Colombia-Guainia","province",25,52,1,"cases"
NA,"Colombia-Guaviare","province",105,1795,0,"cases"
NA,"Colombia-Vaupes","province",3,2,1,"cases"
NA,"Colombia-Putumayo","province",20,762,0,"cases"
NA,"Colombia-Antioquia","province",34,14564,135,"cases"
NA,"Colombia-Bogota","province",1,0,0,"cases"
NA,"Colombia-Caldas","province",34,2949,17,"cases"
NA,"Colombia-Cundinamarca","province",225,17298,22,"cases"
NA,"Colombia-Huila","province",189,28469,0,"cases"
NA,"Colombia-Quindio","province",0,5650,0,"cases"
NA,"Colombia-Risaralda","province",48,4727,0,"cases"
NA,"Colombia-Tolima","province",257,40652,27,"cases"
NA,"Colombia-Boyaca","province",67,721,29,"cases"
NA,"Colombia-Norte_Santander","province",86,6083,7,"cases"
NA,"Colombia-Santander","province",89,11347,83,"cases"
NA,"Colombia-Arauca","province",64,5462,0,"cases"
NA,"Colombia-Casanare","province",136,15495,0,"cases"
NA,"Colombia-Meta","province",129,20824,80,"cases"
NA,"Colombia-Vichada","province",27,272,0,"cases"
NA,"Colombia-Cauca","province",50,3720,5,"cases"
NA,"Colombia-Choco","province",31,949,53,"cases"
NA,"Colombia-Narino","province",48,2209,34,"cases"
NA,"Colombia-Valle","province",1026,118688,1,"cases"
NA,"Colombia-Atlantico","province",7,1790,0,"cases"
NA,"Colombia-Barranquilla","province",3,5792,0,"cases"
NA,"Colombia-Bolivar","province",7,591,0,"cases"
NA,"Colombia-Cartagena","province",5,491,0,"cases"
NA,"Colombia-Cesar","province",47,3734,0,"cases"
NA,"Colombia-Cordoba","province",9,12573,1,"cases"
NA,"Colombia-Guajira","province",9,4468,0,"cases"
NA,"Colombia-Magdalena","province",4,2479,0,"cases"
NA,"Colombia-San_Andres","province",1,1227,1,"cases"
NA,"Colombia-Santa_Marta","province",7,1611,0,"cases"
NA,"Colombia-Sucre","province",11,6912,0,"cases"
