"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,9,4,"cases"
NA,"Colombia-Caqueta","province",5,2027,427,"cases"
NA,"Colombia-Guainia","province",0,0,15,"cases"
NA,"Colombia-Guaviare","province",0,0,338,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",2,122,4,"cases"
NA,"Colombia-Antioquia","province",30,9423,885,"cases"
NA,"Colombia-Bogota","province",0,0,193,"cases"
NA,"Colombia-Caldas","province",7,2303,31,"cases"
NA,"Colombia-Cundinamarca","province",30,13622,135,"cases"
NA,"Colombia-Huila","province",24,24439,98,"cases"
NA,"Colombia-Quindio","province",0,763,2,"cases"
NA,"Colombia-Risaralda","province",4,484,1,"cases"
NA,"Colombia-Tolima","province",12,30323,755,"cases"
NA,"Colombia-Boyaca","province",5,491,31,"cases"
NA,"Colombia-Norte_Santander","province",18,5551,157,"cases"
NA,"Colombia-Santander","province",3,4025,83,"cases"
NA,"Colombia-Arauca","province",0,2397,719,"cases"
NA,"Colombia-Casanare","province",1,6731,536,"cases"
NA,"Colombia-Meta","province",8,5737,461,"cases"
NA,"Colombia-Vichada","province",0,0,40,"cases"
NA,"Colombia-Cauca","province",1,554,1508,"cases"
NA,"Colombia-Choco","province",2,21,386,"cases"
NA,"Colombia-Narino","province",0,893,37,"cases"
NA,"Colombia-Valle","province",33,55502,12,"cases"
NA,"Colombia-Atlantico","province",0,1543,14,"cases"
NA,"Colombia-Barranquilla","province",0,4080,0,"cases"
NA,"Colombia-Bolivar","province",1,433,0,"cases"
NA,"Colombia-Cartagena","province",0,348,0,"cases"
NA,"Colombia-Cesar","province",6,2664,10,"cases"
NA,"Colombia-Cordoba","province",2,11825,11,"cases"
NA,"Colombia-Guajira","province",1,4419,19,"cases"
NA,"Colombia-Magdalena","province",1,1727,8,"cases"
NA,"Colombia-San_Andres","province",0,528,4,"cases"
NA,"Colombia-Santa_Marta","province",3,1540,0,"cases"
NA,"Colombia-Sucre","province",0,6395,0,"cases"
