"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,4,"cases"
NA,"Colombia-Caqueta","province",32,6543,68,"cases"
NA,"Colombia-Guainia","province",18,57,2,"cases"
NA,"Colombia-Guaviare","province",28,1776,0,"cases"
NA,"Colombia-Vaupes","province",2,3,1,"cases"
NA,"Colombia-Putumayo","province",11,637,0,"cases"
NA,"Colombia-Antioquia","province",34,14398,114,"cases"
NA,"Colombia-Bogota","province",1,0,46,"cases"
NA,"Colombia-Caldas","province",23,2936,15,"cases"
NA,"Colombia-Cundinamarca","province",204,17088,40,"cases"
NA,"Colombia-Huila","province",157,28283,0,"cases"
NA,"Colombia-Quindio","province",0,5495,0,"cases"
NA,"Colombia-Risaralda","province",26,4631,0,"cases"
NA,"Colombia-Tolima","province",220,40268,28,"cases"
NA,"Colombia-Boyaca","province",55,708,29,"cases"
NA,"Colombia-Norte_Santander","province",50,6085,5,"cases"
NA,"Colombia-Santander","province",19,11002,83,"cases"
NA,"Colombia-Arauca","province",19,5444,0,"cases"
NA,"Colombia-Casanare","province",71,15511,0,"cases"
NA,"Colombia-Meta","province",72,19485,71,"cases"
NA,"Colombia-Vichada","province",24,259,0,"cases"
NA,"Colombia-Cauca","province",31,3668,51,"cases"
NA,"Colombia-Choco","province",19,934,68,"cases"
NA,"Colombia-Narino","province",36,1748,39,"cases"
NA,"Colombia-Valle","province",781,114708,0,"cases"
NA,"Colombia-Atlantico","province",0,1756,0,"cases"
NA,"Colombia-Barranquilla","province",0,5509,0,"cases"
NA,"Colombia-Bolivar","province",1,581,0,"cases"
NA,"Colombia-Cartagena","province",0,461,0,"cases"
NA,"Colombia-Cesar","province",13,3689,0,"cases"
NA,"Colombia-Cordoba","province",7,12537,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2433,0,"cases"
NA,"Colombia-San_Andres","province",1,1200,0,"cases"
NA,"Colombia-Santa_Marta","province",5,1603,0,"cases"
NA,"Colombia-Sucre","province",6,6833,0,"cases"
