"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",19,3761,0,"cases"
NA,"Colombia-Santander","province",21,2029,31,"cases"
NA,"Colombia-Tolima","province",12,1499,20,"cases"
NA,"Colombia-Risaralda","province",0,1304,1,"cases"
NA,"Colombia-Cundinamarca","province",15,1179,30,"cases"
NA,"Colombia-Meta","province",6,1086,0,"cases"
NA,"Colombia-Huila","province",5,938,0,"cases"
NA,"Colombia-Antioquia","province",16,778,13,"cases"
NA,"Colombia-Barranquilla","province",1,687,0,"cases"
NA,"Colombia-Putumayo","province",6,547,0,"cases"
NA,"Colombia-Quindio","province",3,511,0,"cases"
NA,"Colombia-Caqueta","province",3,487,3,"cases"
NA,"Colombia-Cordoba","province",2,402,0,"cases"
NA,"Colombia-Cauca","province",3,339,2,"cases"
NA,"Colombia-Casanare","province",0,237,0,"cases"
NA,"Colombia-Arauca","province",2,231,0,"cases"
NA,"Colombia-Boyaca","province",0,184,20,"cases"
NA,"Colombia-Norte_Santander","province",1,156,7,"cases"
NA,"Colombia-Guaviare","province",0,158,1,"cases"
NA,"Colombia-Caldas","province",0,127,2,"cases"
NA,"Colombia-Cesar","province",1,127,0,"cases"
NA,"Colombia-Sucre","province",0,115,0,"cases"
NA,"Colombia-Santa_Marta","province",4,96,0,"cases"
NA,"Colombia-Atlantico","province",0,97,0,"cases"
NA,"Colombia-Narino","province",1,35,25,"cases"
NA,"Colombia-Bolivar","province",1,32,0,"cases"
NA,"Colombia-Vichada","province",2,29,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-Cartagena","province",0,25,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Exterior","province",1,0,20,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Magdalena","province",0,15,0,"cases"
NA,"Colombia-Choco","province",2,10,3,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
