"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,11,5,"cases"
NA,"Colombia-Caqueta","province",7,731,188,"cases"
NA,"Colombia-Guainia","province",0,0,19,"cases"
NA,"Colombia-Guaviare","province",0,0,14,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",24,120,3,"cases"
NA,"Colombia-Antioquia","province",76,9275,608,"cases"
NA,"Colombia-Bogota","province",1,0,249,"cases"
NA,"Colombia-Caldas","province",23,2185,32,"cases"
NA,"Colombia-Cundinamarca","province",79,13507,137,"cases"
NA,"Colombia-Huila","province",58,24156,91,"cases"
NA,"Colombia-Quindio","province",1,298,2,"cases"
NA,"Colombia-Risaralda","province",8,248,1,"cases"
NA,"Colombia-Tolima","province",76,28383,703,"cases"
NA,"Colombia-Boyaca","province",12,446,23,"cases"
NA,"Colombia-Norte_Santander","province",382,29573,218,"cases"
NA,"Colombia-Santander","province",15,2813,71,"cases"
NA,"Colombia-Arauca","province",3,2091,426,"cases"
NA,"Colombia-Casanare","province",3,3900,114,"cases"
NA,"Colombia-Meta","province",13,2200,178,"cases"
NA,"Colombia-Cauca","province",6,299,980,"cases"
NA,"Colombia-Choco","province",2,15,180,"cases"
NA,"Colombia-Narino","province",3,345,23,"cases"
NA,"Colombia-Valle","province",25,30194,8,"cases"
NA,"Colombia-Atlantico","province",32,3518,32,"cases"
NA,"Colombia-Barranquilla","province",16,8077,0,"cases"
NA,"Colombia-Bolivar","province",307,18302,0,"cases"
NA,"Colombia-Cartagena","province",30,12565,0,"cases"
NA,"Colombia-Cesar","province",43,3201,18,"cases"
NA,"Colombia-Cordoba","province",94,16798,13,"cases"
NA,"Colombia-Guajira","province",50,10981,34,"cases"
NA,"Colombia-Magdalena","province",30,5404,340,"cases"
NA,"Colombia-San_Andres","province",5,636,10,"cases"
NA,"Colombia-Santa_Marta","province",13,5830,0,"cases"
NA,"Colombia-Sucre","province",98,20668,3,"cases"
