"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",19,3525,0,"cases"
NA,"Colombia-Santander","province",19,1870,24,"cases"
NA,"Colombia-Tolima","province",12,1463,20,"cases"
NA,"Colombia-Cundinamarca","province",14,1166,26,"cases"
NA,"Colombia-Risaralda","province",0,1183,0,"cases"
NA,"Colombia-Meta","province",5,1040,0,"cases"
NA,"Colombia-Huila","province",4,925,0,"cases"
NA,"Colombia-Antioquia","province",16,717,11,"cases"
NA,"Colombia-Barranquilla","province",1,687,0,"cases"
NA,"Colombia-Putumayo","province",6,516,0,"cases"
NA,"Colombia-Caqueta","province",2,494,3,"cases"
NA,"Colombia-Quindio","province",3,471,0,"cases"
NA,"Colombia-Cordoba","province",2,400,0,"cases"
NA,"Colombia-Cauca","province",3,303,2,"cases"
NA,"Colombia-Casanare","province",0,220,0,"cases"
NA,"Colombia-Arauca","province",1,216,0,"cases"
NA,"Colombia-Boyaca","province",0,181,17,"cases"
NA,"Colombia-Norte_Santander","province",0,150,7,"cases"
NA,"Colombia-Guaviare","province",0,146,1,"cases"
NA,"Colombia-Cesar","province",1,126,0,"cases"
NA,"Colombia-Caldas","province",0,113,4,"cases"
NA,"Colombia-Sucre","province",0,116,0,"cases"
NA,"Colombia-Santa_Marta","province",4,93,0,"cases"
NA,"Colombia-Atlantico","province",0,96,0,"cases"
NA,"Colombia-Narino","province",1,37,25,"cases"
NA,"Colombia-Bolivar","province",0,30,0,"cases"
NA,"Colombia-Vichada","province",1,28,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,24,0,"cases"
NA,"Colombia-Cartagena","province",0,22,0,"cases"
NA,"Colombia-Amazonas","province",0,18,3,"cases"
NA,"Colombia-Exterior","province",1,0,18,"cases"
NA,"Colombia-San_Andres","province",0,16,3,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Choco","province",2,8,1,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
