"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,5,"cases"
NA,"Colombia-Caqueta","province",32,6444,80,"cases"
NA,"Colombia-Guainia","province",18,57,1,"cases"
NA,"Colombia-Guaviare","province",28,1685,0,"cases"
NA,"Colombia-Vaupes","province",2,2,1,"cases"
NA,"Colombia-Putumayo","province",7,542,0,"cases"
NA,"Colombia-Antioquia","province",34,14016,133,"cases"
NA,"Colombia-Bogota","province",1,0,219,"cases"
NA,"Colombia-Caldas","province",23,2838,56,"cases"
NA,"Colombia-Cundinamarca","province",203,16552,41,"cases"
NA,"Colombia-Huila","province",157,28017,0,"cases"
NA,"Colombia-Quindio","province",0,5188,0,"cases"
NA,"Colombia-Risaralda","province",24,4239,0,"cases"
NA,"Colombia-Tolima","province",218,39023,10,"cases"
NA,"Colombia-Boyaca","province",55,677,35,"cases"
NA,"Colombia-Norte_Santander","province",50,6037,15,"cases"
NA,"Colombia-Santander","province",18,10211,94,"cases"
NA,"Colombia-Arauca","province",19,5419,0,"cases"
NA,"Colombia-Casanare","province",71,15466,0,"cases"
NA,"Colombia-Meta","province",72,19150,105,"cases"
NA,"Colombia-Vichada","province",24,239,0,"cases"
NA,"Colombia-Cauca","province",31,3637,61,"cases"
NA,"Colombia-Choco","province",19,902,68,"cases"
NA,"Colombia-Narino","province",36,1754,39,"cases"
NA,"Colombia-Valle","province",779,113447,0,"cases"
NA,"Colombia-Atlantico","province",0,1728,0,"cases"
NA,"Colombia-Barranquilla","province",0,5211,0,"cases"
NA,"Colombia-Bolivar","province",1,530,0,"cases"
NA,"Colombia-Cartagena","province",0,431,0,"cases"
NA,"Colombia-Cesar","province",13,3672,0,"cases"
NA,"Colombia-Cordoba","province",7,12511,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2382,0,"cases"
NA,"Colombia-San_Andres","province",1,1012,3,"cases"
NA,"Colombia-Santa_Marta","province",5,1592,0,"cases"
NA,"Colombia-Sucre","province",6,6749,0,"cases"
