"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,12,4,"cases"
NA,"Colombia-Caqueta","province",41,6637,17,"cases"
NA,"Colombia-Guainia","province",25,54,1,"cases"
NA,"Colombia-Guaviare","province",105,1928,0,"cases"
NA,"Colombia-Vaupes","province",3,2,1,"cases"
NA,"Colombia-Putumayo","province",20,1003,0,"cases"
NA,"Colombia-Antioquia","province",181,14678,153,"cases"
NA,"Colombia-Bogota","province",1,0,2,"cases"
NA,"Colombia-Caldas","province",57,2974,18,"cases"
NA,"Colombia-Cundinamarca","province",249,17756,10,"cases"
NA,"Colombia-Huila","province",205,28781,0,"cases"
NA,"Colombia-Quindio","province",29,5879,0,"cases"
NA,"Colombia-Risaralda","province",67,4852,1,"cases"
NA,"Colombia-Tolima","province",351,41351,34,"cases"
NA,"Colombia-Boyaca","province",67,759,7,"cases"
NA,"Colombia-Norte_Santander","province",86,6148,6,"cases"
NA,"Colombia-Santander","province",90,11736,58,"cases"
NA,"Colombia-Arauca","province",64,5466,0,"cases"
NA,"Colombia-Casanare","province",136,15517,0,"cases"
NA,"Colombia-Meta","province",129,21082,79,"cases"
NA,"Colombia-Vichada","province",26,290,0,"cases"
NA,"Colombia-Cauca","province",50,3748,3,"cases"
NA,"Colombia-Choco","province",31,941,32,"cases"
NA,"Colombia-Narino","province",48,2253,14,"cases"
NA,"Colombia-Valle","province",1023,119109,4,"cases"
NA,"Colombia-Atlantico","province",7,2014,0,"cases"
NA,"Colombia-Barranquilla","province",3,6307,0,"cases"
NA,"Colombia-Bolivar","province",8,626,0,"cases"
NA,"Colombia-Cartagena","province",5,697,0,"cases"
NA,"Colombia-Cesar","province",48,3803,0,"cases"
NA,"Colombia-Cordoba","province",9,12708,1,"cases"
NA,"Colombia-Guajira","province",9,4479,0,"cases"
NA,"Colombia-Magdalena","province",4,2515,0,"cases"
NA,"Colombia-San_Andres","province",2,1237,2,"cases"
NA,"Colombia-Santa_Marta","province",7,1647,0,"cases"
NA,"Colombia-Sucre","province",11,7090,0,"cases"
