"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",4,8,4,"cases"
NA,"Colombia-Caqueta","province",28,6115,79,"cases"
NA,"Colombia-Guainia","province",18,56,1,"cases"
NA,"Colombia-Guaviare","province",27,1476,0,"cases"
NA,"Colombia-Vaupes","province",2,2,1,"cases"
NA,"Colombia-Putumayo","province",6,464,0,"cases"
NA,"Colombia-Antioquia","province",34,13286,129,"cases"
NA,"Colombia-Bogota","province",1,0,213,"cases"
NA,"Colombia-Caldas","province",20,2653,25,"cases"
NA,"Colombia-Cundinamarca","province",166,15866,39,"cases"
NA,"Colombia-Huila","province",149,27465,0,"cases"
NA,"Colombia-Quindio","province",0,4091,0,"cases"
NA,"Colombia-Risaralda","province",17,2650,0,"cases"
NA,"Colombia-Tolima","province",179,37770,10,"cases"
NA,"Colombia-Boyaca","province",48,569,40,"cases"
NA,"Colombia-Norte_Santander","province",44,5956,15,"cases"
NA,"Colombia-Santander","province",14,8784,74,"cases"
NA,"Colombia-Arauca","province",9,5210,0,"cases"
NA,"Colombia-Casanare","province",40,15095,0,"cases"
NA,"Colombia-Meta","province",65,18299,103,"cases"
NA,"Colombia-Vichada","province",24,143,0,"cases"
NA,"Colombia-Cauca","province",28,3511,50,"cases"
NA,"Colombia-Choco","province",19,721,152,"cases"
NA,"Colombia-Narino","province",36,1103,34,"cases"
NA,"Colombia-Valle","province",88,110359,0,"cases"
NA,"Colombia-Atlantico","province",0,1693,0,"cases"
NA,"Colombia-Barranquilla","province",0,4958,0,"cases"
NA,"Colombia-Bolivar","province",1,516,0,"cases"
NA,"Colombia-Cartagena","province",0,387,0,"cases"
NA,"Colombia-Cesar","province",12,3625,0,"cases"
NA,"Colombia-Cordoba","province",5,12430,0,"cases"
NA,"Colombia-Guajira","province",8,4462,0,"cases"
NA,"Colombia-Magdalena","province",2,2050,0,"cases"
NA,"Colombia-San_Andres","province",1,873,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1580,0,"cases"
NA,"Colombia-Sucre","province",5,6665,0,"cases"
