"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",19,3600,0,"cases"
NA,"Colombia-Santander","province",19,1898,25,"cases"
NA,"Colombia-Tolima","province",12,1467,20,"cases"
NA,"Colombia-Risaralda","province",0,1208,0,"cases"
NA,"Colombia-Cundinamarca","province",14,1164,27,"cases"
NA,"Colombia-Meta","province",6,1053,0,"cases"
NA,"Colombia-Huila","province",4,921,0,"cases"
NA,"Colombia-Antioquia","province",16,732,10,"cases"
NA,"Colombia-Barranquilla","province",1,687,0,"cases"
NA,"Colombia-Putumayo","province",6,515,0,"cases"
NA,"Colombia-Caqueta","province",3,487,2,"cases"
NA,"Colombia-Quindio","province",3,475,0,"cases"
NA,"Colombia-Cordoba","province",2,400,0,"cases"
NA,"Colombia-Cauca","province",3,326,2,"cases"
NA,"Colombia-Casanare","province",0,224,0,"cases"
NA,"Colombia-Arauca","province",2,219,0,"cases"
NA,"Colombia-Boyaca","province",0,179,17,"cases"
NA,"Colombia-Norte_Santander","province",1,151,7,"cases"
NA,"Colombia-Guaviare","province",0,148,1,"cases"
NA,"Colombia-Cesar","province",1,126,0,"cases"
NA,"Colombia-Caldas","province",0,118,4,"cases"
NA,"Colombia-Sucre","province",0,115,0,"cases"
NA,"Colombia-Santa_Marta","province",4,94,0,"cases"
NA,"Colombia-Atlantico","province",0,90,0,"cases"
NA,"Colombia-Narino","province",1,36,26,"cases"
NA,"Colombia-Bolivar","province",1,29,0,"cases"
NA,"Colombia-Vichada","province",1,29,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-Cartagena","province",0,22,0,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Exterior","province",1,0,19,"cases"
NA,"Colombia-San_Andres","province",0,16,3,"cases"
NA,"Colombia-Guajira","province",0,15,0,"cases"
NA,"Colombia-Magdalena","province",0,14,0,"cases"
NA,"Colombia-Choco","province",2,8,2,"cases"
NA,"Colombia-Vaupes","province",0,9,0,"cases"
