"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,7,4,"cases"
NA,"Colombia-Caqueta","province",18,5419,509,"cases"
NA,"Colombia-Guainia","province",5,64,1,"cases"
NA,"Colombia-Guaviare","province",2,1305,24,"cases"
NA,"Colombia-Vaupes","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",4,397,5,"cases"
NA,"Colombia-Antioquia","province",33,12532,101,"cases"
NA,"Colombia-Bogota","province",1,0,209,"cases"
NA,"Colombia-Caldas","province",8,2556,55,"cases"
NA,"Colombia-Cundinamarca","province",82,15434,159,"cases"
NA,"Colombia-Huila","province",80,26995,86,"cases"
NA,"Colombia-Quindio","province",0,2894,2,"cases"
NA,"Colombia-Risaralda","province",6,2193,0,"cases"
NA,"Colombia-Tolima","province",107,35967,573,"cases"
NA,"Colombia-Boyaca","province",18,558,43,"cases"
NA,"Colombia-Norte_Santander","province",27,5907,61,"cases"
NA,"Colombia-Santander","province",7,7588,85,"cases"
NA,"Colombia-Arauca","province",1,4935,4,"cases"
NA,"Colombia-Casanare","province",17,14171,56,"cases"
NA,"Colombia-Meta","province",38,16854,418,"cases"
NA,"Colombia-Vichada","province",0,0,154,"cases"
NA,"Colombia-Cauca","province",8,3137,215,"cases"
NA,"Colombia-Choco","province",8,437,282,"cases"
NA,"Colombia-Narino","province",13,1083,55,"cases"
NA,"Colombia-Valle","province",44,102890,35,"cases"
NA,"Colombia-Atlantico","province",0,1639,14,"cases"
NA,"Colombia-Barranquilla","province",0,4676,0,"cases"
NA,"Colombia-Bolivar","province",1,501,0,"cases"
NA,"Colombia-Cartagena","province",0,381,0,"cases"
NA,"Colombia-Cesar","province",10,3576,10,"cases"
NA,"Colombia-Cordoba","province",4,12349,11,"cases"
NA,"Colombia-Guajira","province",7,4442,18,"cases"
NA,"Colombia-Magdalena","province",1,1964,8,"cases"
NA,"Colombia-San_Andres","province",0,614,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1559,0,"cases"
NA,"Colombia-Sucre","province",5,6585,0,"cases"
