"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",22,3927,0,"cases"
NA,"Colombia-Santander","province",21,2123,34,"cases"
NA,"Colombia-Tolima","province",13,1527,20,"cases"
NA,"Colombia-Risaralda","province",3,1411,1,"cases"
NA,"Colombia-Cundinamarca","province",16,1196,30,"cases"
NA,"Colombia-Meta","province",7,1128,0,"cases"
NA,"Colombia-Huila","province",4,960,0,"cases"
NA,"Colombia-Antioquia","province",20,783,13,"cases"
NA,"Colombia-Barranquilla","province",1,688,0,"cases"
NA,"Colombia-Putumayo","province",7,562,0,"cases"
NA,"Colombia-Quindio","province",3,548,0,"cases"
NA,"Colombia-Caqueta","province",2,510,3,"cases"
NA,"Colombia-Cordoba","province",2,404,0,"cases"
NA,"Colombia-Cauca","province",7,352,3,"cases"
NA,"Colombia-Casanare","province",0,250,0,"cases"
NA,"Colombia-Arauca","province",1,237,0,"cases"
NA,"Colombia-Boyaca","province",0,189,19,"cases"
NA,"Colombia-Norte_Santander","province",1,168,7,"cases"
NA,"Colombia-Guaviare","province",0,173,1,"cases"
NA,"Colombia-Caldas","province",0,131,2,"cases"
NA,"Colombia-Cesar","province",1,130,0,"cases"
NA,"Colombia-Sucre","province",0,116,0,"cases"
NA,"Colombia-Santa_Marta","province",4,96,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",1,39,28,"cases"
NA,"Colombia-Bolivar","province",0,36,0,"cases"
NA,"Colombia-Vichada","province",3,29,0,"cases"
NA,"Colombia-Cartagena","province",0,30,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,25,0,"cases"
NA,"Colombia-San_Andres","province",0,19,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Magdalena","province",0,16,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Choco","province",2,10,3,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",1,0,21,"cases"
