"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,12,4,"cases"
NA,"Colombia-Caqueta","province",41,6622,16,"cases"
NA,"Colombia-Guainia","province",25,54,1,"cases"
NA,"Colombia-Guaviare","province",105,1920,0,"cases"
NA,"Colombia-Vaupes","province",3,2,1,"cases"
NA,"Colombia-Putumayo","province",20,983,0,"cases"
NA,"Colombia-Antioquia","province",173,14627,169,"cases"
NA,"Colombia-Bogota","province",1,0,0,"cases"
NA,"Colombia-Caldas","province",57,2974,18,"cases"
NA,"Colombia-Cundinamarca","province",249,17687,10,"cases"
NA,"Colombia-Huila","province",205,28743,0,"cases"
NA,"Colombia-Quindio","province",29,5851,0,"cases"
NA,"Colombia-Risaralda","province",67,4834,1,"cases"
NA,"Colombia-Tolima","province",350,41240,33,"cases"
NA,"Colombia-Boyaca","province",67,748,7,"cases"
NA,"Colombia-Norte_Santander","province",86,6133,6,"cases"
NA,"Colombia-Santander","province",89,11664,84,"cases"
NA,"Colombia-Arauca","province",64,5464,0,"cases"
NA,"Colombia-Casanare","province",136,15517,0,"cases"
NA,"Colombia-Meta","province",129,21047,79,"cases"
NA,"Colombia-Vichada","province",26,287,0,"cases"
NA,"Colombia-Cauca","province",50,3743,3,"cases"
NA,"Colombia-Choco","province",31,941,32,"cases"
NA,"Colombia-Narino","province",48,2253,12,"cases"
NA,"Colombia-Valle","province",1023,119015,4,"cases"
NA,"Colombia-Atlantico","province",7,2014,0,"cases"
NA,"Colombia-Barranquilla","province",3,6220,0,"cases"
NA,"Colombia-Bolivar","province",8,623,0,"cases"
NA,"Colombia-Cartagena","province",5,514,0,"cases"
NA,"Colombia-Cesar","province",48,3799,0,"cases"
NA,"Colombia-Cordoba","province",9,12690,1,"cases"
NA,"Colombia-Guajira","province",9,4477,0,"cases"
NA,"Colombia-Magdalena","province",4,2512,0,"cases"
NA,"Colombia-San_Andres","province",2,1237,2,"cases"
NA,"Colombia-Santa_Marta","province",7,1641,0,"cases"
NA,"Colombia-Sucre","province",11,7087,0,"cases"
