"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",24,4004,0,"cases"
NA,"Colombia-Santander","province",21,2214,37,"cases"
NA,"Colombia-Tolima","province",17,1569,20,"cases"
NA,"Colombia-Risaralda","province",3,1465,1,"cases"
NA,"Colombia-Cundinamarca","province",18,1217,30,"cases"
NA,"Colombia-Meta","province",9,1158,0,"cases"
NA,"Colombia-Huila","province",5,968,0,"cases"
NA,"Colombia-Antioquia","province",20,841,16,"cases"
NA,"Colombia-Barranquilla","province",1,695,0,"cases"
NA,"Colombia-Putumayo","province",7,594,0,"cases"
NA,"Colombia-Caqueta","province",4,585,3,"cases"
NA,"Colombia-Quindio","province",2,576,0,"cases"
NA,"Colombia-Cordoba","province",2,405,0,"cases"
NA,"Colombia-Cauca","province",6,367,4,"cases"
NA,"Colombia-Casanare","province",0,263,0,"cases"
NA,"Colombia-Arauca","province",1,250,0,"cases"
NA,"Colombia-Boyaca","province",1,197,20,"cases"
NA,"Colombia-Norte_Santander","province",1,174,8,"cases"
NA,"Colombia-Guaviare","province",2,176,1,"cases"
NA,"Colombia-Caldas","province",0,138,2,"cases"
NA,"Colombia-Cesar","province",1,132,0,"cases"
NA,"Colombia-Sucre","province",0,117,0,"cases"
NA,"Colombia-Santa_Marta","province",4,101,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",1,37,30,"cases"
NA,"Colombia-Bolivar","province",0,36,0,"cases"
NA,"Colombia-Cartagena","province",0,35,0,"cases"
NA,"Colombia-Vichada","province",4,28,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-Buenaventura","province",0,26,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Choco","province",2,11,6,"cases"
NA,"Colombia-Magdalena","province",0,17,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",1,0,26,"cases"
