"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",8,2209,0,"cases"
NA,"Colombia-Tolima","province",11,1264,19,"cases"
NA,"Colombia-Santander","province",2,1093,14,"cases"
NA,"Colombia-Cundinamarca","province",13,953,24,"cases"
NA,"Colombia-Huila","province",4,755,0,"cases"
NA,"Colombia-Meta","province",2,682,0,"cases"
NA,"Colombia-Risaralda","province",0,589,0,"cases"
NA,"Colombia-Antioquia","province",7,521,8,"cases"
NA,"Colombia-Caqueta","province",1,389,4,"cases"
NA,"Colombia-Barranquilla","province",0,386,0,"cases"
NA,"Colombia-Putumayo","province",2,367,0,"cases"
NA,"Colombia-Quindio","province",1,297,0,"cases"
NA,"Colombia-Cauca","province",2,215,2,"cases"
NA,"Colombia-Cordoba","province",2,167,0,"cases"
NA,"Colombia-Boyaca","province",0,124,10,"cases"
NA,"Colombia-Norte_Santander","province",1,123,7,"cases"
NA,"Colombia-Arauca","province",1,114,0,"cases"
NA,"Colombia-Sucre","province",1,113,0,"cases"
NA,"Colombia-Cesar","province",0,111,0,"cases"
NA,"Colombia-Caldas","province",1,83,3,"cases"
NA,"Colombia-Casanare","province",0,86,0,"cases"
NA,"Colombia-Atlantico","province",0,82,0,"cases"
NA,"Colombia-Narino","province",1,24,22,"cases"
NA,"Colombia-Guaviare","province",0,45,0,"cases"
NA,"Colombia-Santa_Marta","province",3,31,0,"cases"
NA,"Colombia-Bolivar","province",0,27,0,"cases"
NA,"Colombia-Guainia","province",1,22,0,"cases"
NA,"Colombia-Buenaventura","province",0,19,0,"cases"
NA,"Colombia-Cartagena","province",0,16,0,"cases"
NA,"Colombia-Vichada","province",0,15,0,"cases"
NA,"Colombia-Amazonas","province",0,11,2,"cases"
NA,"Colombia-Magdalena","province",0,13,0,"cases"
NA,"Colombia-Exterior","province",1,0,12,"cases"
NA,"Colombia-Choco","province",2,8,2,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,"Colombia-Vaupes","province",0,8,0,"cases"
NA,"Colombia-San_Andres","province",0,5,0,"cases"
NA,NA,"province",0,0,4,"cases"
