"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",36,4116,0,"cases"
NA,"Colombia-Santander","province",21,2240,40,"cases"
NA,"Colombia-Tolima","province",19,1600,20,"cases"
NA,"Colombia-Risaralda","province",4,1539,2,"cases"
NA,"Colombia-Cundinamarca","province",18,1228,26,"cases"
NA,"Colombia-Meta","province",9,1189,0,"cases"
NA,"Colombia-Huila","province",17,980,0,"cases"
NA,"Colombia-Antioquia","province",23,873,23,"cases"
NA,"Colombia-Barranquilla","province",1,700,0,"cases"
NA,"Colombia-Caqueta","province",6,621,3,"cases"
NA,"Colombia-Putumayo","province",10,618,0,"cases"
NA,"Colombia-Quindio","province",3,598,0,"cases"
NA,"Colombia-Cordoba","province",2,406,0,"cases"
NA,"Colombia-Cauca","province",6,373,4,"cases"
NA,"Colombia-Casanare","province",3,266,0,"cases"
NA,"Colombia-Arauca","province",2,249,0,"cases"
NA,"Colombia-Boyaca","province",1,205,28,"cases"
NA,"Colombia-Norte_Santander","province",2,179,9,"cases"
NA,"Colombia-Guaviare","province",2,182,1,"cases"
NA,"Colombia-Caldas","province",0,142,3,"cases"
NA,"Colombia-Cesar","province",1,133,0,"cases"
NA,"Colombia-Sucre","province",0,120,0,"cases"
NA,"Colombia-Santa_Marta","province",6,104,0,"cases"
NA,"Colombia-Atlantico","province",0,101,0,"cases"
NA,"Colombia-Narino","province",2,41,32,"cases"
NA,"Colombia-Bolivar","province",0,39,0,"cases"
NA,"Colombia-Cartagena","province",0,36,0,"cases"
NA,"Colombia-Vichada","province",4,29,0,"cases"
NA,"Colombia-Buenaventura","province",0,28,0,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-San_Andres","province",0,21,3,"cases"
NA,"Colombia-Amazonas","province",0,18,6,"cases"
NA,"Colombia-Choco","province",2,11,8,"cases"
NA,"Colombia-Magdalena","province",0,21,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",2,0,26,"cases"
