"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",0,12,0,"cases"
NA,"Colombia-Tolima","province",0,10,0,"cases"
NA,"Colombia-Cundinamarca","province",0,9,0,"cases"
NA,"Colombia-Huila","province",0,9,0,"cases"
NA,"Colombia-Santander","province",0,3,1,"cases"
NA,"Colombia-Meta","province",0,4,0,"cases"
NA,"Colombia-Risaralda","province",0,3,0,"cases"
NA,"Colombia-Putumayo","province",1,2,0,"cases"
NA,"Colombia-Antioquia","province",0,2,0,"cases"
NA,"Colombia-Caqueta","province",1,1,0,"cases"
NA,"Colombia-Boyaca","province",0,0,2,"cases"
NA,"Colombia-Cesar","province",0,2,0,"cases"
NA,"Colombia-Atlantico","province",0,2,0,"cases"
NA,"Colombia-Quindio","province",0,1,0,"cases"
NA,"Colombia-Cauca","province",0,1,0,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
