"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",3,6,4,"cases"
NA,"Colombia-Caqueta","province",26,5874,125,"cases"
NA,"Colombia-Guainia","province",14,57,1,"cases"
NA,"Colombia-Guaviare","province",5,1341,24,"cases"
NA,"Colombia-Vaupes","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",5,422,0,"cases"
NA,"Colombia-Antioquia","province",33,12661,107,"cases"
NA,"Colombia-Bogota","province",1,0,210,"cases"
NA,"Colombia-Caldas","province",17,2587,39,"cases"
NA,"Colombia-Cundinamarca","province",137,15567,38,"cases"
NA,"Colombia-Huila","province",108,27157,27,"cases"
NA,"Colombia-Quindio","province",0,3212,0,"cases"
NA,"Colombia-Risaralda","province",10,2299,0,"cases"
NA,"Colombia-Tolima","province",143,36674,10,"cases"
NA,"Colombia-Boyaca","province",43,541,41,"cases"
NA,"Colombia-Norte_Santander","province",40,5927,21,"cases"
NA,"Colombia-Santander","province",10,7805,72,"cases"
NA,"Colombia-Arauca","province",5,5021,0,"cases"
NA,"Colombia-Casanare","province",29,14522,1,"cases"
NA,"Colombia-Meta","province",58,17464,96,"cases"
NA,"Colombia-Vichada","province",1,41,119,"cases"
NA,"Colombia-Cauca","province",27,3257,122,"cases"
NA,"Colombia-Choco","province",13,639,68,"cases"
NA,"Colombia-Narino","province",30,1082,51,"cases"
NA,"Colombia-Valle","province",69,104997,0,"cases"
NA,"Colombia-Atlantico","province",0,1656,0,"cases"
NA,"Colombia-Barranquilla","province",0,4727,0,"cases"
NA,"Colombia-Bolivar","province",1,504,0,"cases"
NA,"Colombia-Cartagena","province",0,385,0,"cases"
NA,"Colombia-Cesar","province",12,3595,0,"cases"
NA,"Colombia-Cordoba","province",5,12374,0,"cases"
NA,"Colombia-Guajira","province",8,4461,0,"cases"
NA,"Colombia-Magdalena","province",1,2016,0,"cases"
NA,"Colombia-San_Andres","province",1,614,3,"cases"
NA,"Colombia-Santa_Marta","province",4,1569,0,"cases"
NA,"Colombia-Sucre","province",5,6604,0,"cases"
