"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",36,4158,0,"cases"
NA,"Colombia-Santander","province",21,2243,41,"cases"
NA,"Colombia-Tolima","province",19,1606,20,"cases"
NA,"Colombia-Risaralda","province",4,1543,2,"cases"
NA,"Colombia-Cundinamarca","province",18,1230,24,"cases"
NA,"Colombia-Meta","province",9,1191,0,"cases"
NA,"Colombia-Huila","province",18,980,0,"cases"
NA,"Colombia-Antioquia","province",24,871,21,"cases"
NA,"Colombia-Barranquilla","province",1,700,0,"cases"
NA,"Colombia-Caqueta","province",10,621,0,"cases"
NA,"Colombia-Putumayo","province",6,621,3,"cases"
NA,"Colombia-Quindio","province",3,606,0,"cases"
NA,"Colombia-Cordoba","province",2,406,0,"cases"
NA,"Colombia-Cauca","province",7,372,4,"cases"
NA,"Colombia-Casanare","province",3,260,0,"cases"
NA,"Colombia-Arauca","province",2,249,0,"cases"
NA,"Colombia-Boyaca","province",1,204,28,"cases"
NA,"Colombia-Norte_Santander","province",2,180,9,"cases"
NA,"Colombia-Guaviare","province",2,182,1,"cases"
NA,"Colombia-Caldas","province",0,143,2,"cases"
NA,"Colombia-Cesar","province",1,133,0,"cases"
NA,"Colombia-Sucre","province",0,120,0,"cases"
NA,"Colombia-Santa_Marta","province",6,103,0,"cases"
NA,"Colombia-Atlantico","province",0,103,0,"cases"
NA,"Colombia-Narino","province",4,44,26,"cases"
NA,"Colombia-Bolivar","province",0,40,0,"cases"
NA,"Colombia-Cartagena","province",0,37,0,"cases"
NA,"Colombia-Vichada","province",4,29,0,"cases"
NA,"Colombia-Buenaventura","province",0,27,3,"cases"
NA,"Colombia-Guainia","province",1,26,0,"cases"
NA,"Colombia-San_Andres","province",0,18,7,"cases"
NA,"Colombia-Amazonas","province",2,11,8,"cases"
NA,"Colombia-Choco","province",0,21,0,"cases"
NA,"Colombia-Magdalena","province",0,16,0,"cases"
NA,"Colombia-Guajira","province",0,11,0,"cases"
NA,"Colombia-Vaupes","province",1,0,0,"cases"
NA,"Colombia-Exterior","province",2,0,25,"cases"
