"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",2,10,5,"cases"
NA,"Colombia-Caqueta","province",7,441,123,"cases"
NA,"Colombia-Guainia","province",0,0,14,"cases"
NA,"Colombia-Guaviare","province",0,0,8,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",24,108,3,"cases"
NA,"Colombia-Antioquia","province",76,8614,363,"cases"
NA,"Colombia-Bogota","province",1,0,222,"cases"
NA,"Colombia-Caldas","province",21,2091,19,"cases"
NA,"Colombia-Cundinamarca","province",76,12370,131,"cases"
NA,"Colombia-Huila","province",58,22363,178,"cases"
NA,"Colombia-Quindio","province",1,204,1,"cases"
NA,"Colombia-Risaralda","province",5,115,1,"cases"
NA,"Colombia-Tolima","province",76,24080,655,"cases"
NA,"Colombia-Boyaca","province",12,367,23,"cases"
NA,"Colombia-Norte_Santander","province",382,29444,213,"cases"
NA,"Colombia-Santander","province",15,2375,55,"cases"
NA,"Colombia-Arauca","province",3,1746,333,"cases"
NA,"Colombia-Casanare","province",3,2128,64,"cases"
NA,"Colombia-Meta","province",12,1327,102,"cases"
NA,"Colombia-Vichada","province",0,0,38,"cases"
NA,"Colombia-Cauca","province",6,164,670,"cases"
NA,"Colombia-Choco","province",2,1,159,"cases"
NA,"Colombia-Narino","province",3,101,18,"cases"
NA,"Colombia-Valle","province",25,19125,5,"cases"
NA,"Colombia-Atlantico","province",32,3432,31,"cases"
NA,"Colombia-Barranquilla","province",16,7806,0,"cases"
NA,"Colombia-Bolivar","province",307,18261,0,"cases"
NA,"Colombia-Cartagena","province",30,12556,0,"cases"
NA,"Colombia-Cesar","province",43,3064,16,"cases"
NA,"Colombia-Cordoba","province",94,16368,13,"cases"
NA,"Colombia-Guajira","province",50,10943,33,"cases"
NA,"Colombia-Magdalena","province",30,5308,340,"cases"
NA,"Colombia-San_Andres","province",5,601,8,"cases"
NA,"Colombia-Santa_Marta","province",13,5690,0,"cases"
NA,"Colombia-Sucre","province",98,20189,3,"cases"
