"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",23,3962,0,"cases"
NA,"Colombia-Santander","province",21,2161,34,"cases"
NA,"Colombia-Tolima","province",14,1552,20,"cases"
NA,"Colombia-Risaralda","province",3,1443,1,"cases"
NA,"Colombia-Cundinamarca","province",16,1205,30,"cases"
NA,"Colombia-Meta","province",7,1135,0,"cases"
NA,"Colombia-Huila","province",4,962,0,"cases"
NA,"Colombia-Antioquia","province",19,804,14,"cases"
NA,"Colombia-Barranquilla","province",1,692,0,"cases"
NA,"Colombia-Putumayo","province",7,580,0,"cases"
NA,"Colombia-Quindio","province",2,561,0,"cases"
NA,"Colombia-Caqueta","province",4,518,3,"cases"
NA,"Colombia-Cordoba","province",2,404,0,"cases"
NA,"Colombia-Cauca","province",6,355,3,"cases"
NA,"Colombia-Casanare","province",0,254,0,"cases"
NA,"Colombia-Arauca","province",1,237,0,"cases"
NA,"Colombia-Boyaca","province",0,192,20,"cases"
NA,"Colombia-Norte_Santander","province",1,171,7,"cases"
NA,"Colombia-Guaviare","province",0,175,1,"cases"
NA,"Colombia-Caldas","province",0,134,2,"cases"
NA,"Colombia-Cesar","province",1,132,0,"cases"
NA,"Colombia-Sucre","province",0,117,0,"cases"
NA,"Colombia-Santa_Marta","province",4,97,0,"cases"
NA,"Colombia-Atlantico","province",0,99,0,"cases"
NA,"Colombia-Narino","province",1,37,28,"cases"
NA,"Colombia-Bolivar","province",0,37,0,"cases"
NA,"Colombia-Vichada","province",3,29,0,"cases"
NA,"Colombia-Cartagena","province",0,30,0,"cases"
NA,"Colombia-Guainia","province",1,25,0,"cases"
NA,"Colombia-Buenaventura","province",0,26,0,"cases"
NA,"Colombia-San_Andres","province",0,20,3,"cases"
NA,"Colombia-Amazonas","province",0,16,6,"cases"
NA,"Colombia-Magdalena","province",0,16,0,"cases"
NA,"Colombia-Guajira","province",0,16,0,"cases"
NA,"Colombia-Choco","province",2,10,4,"cases"
NA,"Colombia-Vaupes","province",0,11,0,"cases"
NA,"Colombia-Exterior","province",1,0,24,"cases"
