"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",1,1396,0,"cases"
NA,"Colombia-Tolima","province",10,1108,16,"cases"
NA,"Colombia-Cundinamarca","province",11,793,20,"cases"
NA,"Colombia-Santander","province",1,653,5,"cases"
NA,"Colombia-Huila","province",4,638,0,"cases"
NA,"Colombia-Meta","province",2,436,0,"cases"
NA,"Colombia-Antioquia","province",5,397,2,"cases"
NA,"Colombia-Barranquilla","province",0,336,0,"cases"
NA,"Colombia-Caqueta","province",0,327,2,"cases"
NA,"Colombia-Risaralda","province",0,293,0,"cases"
NA,"Colombia-Putumayo","province",2,214,0,"cases"
NA,"Colombia-Quindio","province",1,206,0,"cases"
NA,"Colombia-Cauca","province",2,140,1,"cases"
NA,"Colombia-Cordoba","province",1,121,0,"cases"
NA,"Colombia-Norte_Santander","province",0,112,5,"cases"
NA,"Colombia-Sucre","province",0,99,0,"cases"
NA,"Colombia-Cesar","province",1,97,0,"cases"
NA,"Colombia-Boyaca","province",0,81,8,"cases"
NA,"Colombia-Atlantico","province",0,75,0,"cases"
NA,"Colombia-Arauca","province",1,67,0,"cases"
NA,"Colombia-Caldas","province",1,65,1,"cases"
NA,"Colombia-Casanare","province",0,52,0,"cases"
NA,"Colombia-Narino","province",1,12,16,"cases"
NA,"Colombia-Santa_Marta","province",2,25,0,"cases"
NA,"Colombia-Bolivar","province",0,25,0,"cases"
NA,"Colombia-Guaviare","province",0,17,0,"cases"
NA,NA,"province",0,0,15,"cases"
NA,"Colombia-Guainia","province",1,12,0,"cases"
NA,"Colombia-Buenaventura","province",0,13,0,"cases"
NA,"Colombia-Cartagena","province",0,11,0,"cases"
NA,"Colombia-Vichada","province",0,11,0,"cases"
NA,"Colombia-Magdalena","province",0,10,0,"cases"
NA,"Colombia-Choco","province",2,6,2,"cases"
NA,"Colombia-Exterior","province",1,0,9,"cases"
NA,"Colombia-Guajira","province",0,8,0,"cases"
NA,"Colombia-Amazonas","province",0,4,1,"cases"
NA,"Colombia-Vaupes","province",0,5,0,"cases"
NA,"Colombia-San_Andres","province",0,4,0,"cases"
