"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Tolima","province",8,813,7,"cases"
NA,"Colombia-Cundinamarca","province",5,553,14,"cases"
NA,"Colombia-Valle","province",0,547,0,"cases"
NA,"Colombia-Huila","province",2,444,0,"cases"
NA,"Colombia-Barranquilla","province",0,311,1,"cases"
NA,"Colombia-Santander","province",0,286,3,"cases"
NA,"Colombia-Caqueta","province",0,230,1,"cases"
NA,"Colombia-Meta","province",2,199,0,"cases"
NA,"Colombia-Antioquia","province",2,194,2,"cases"
NA,"Colombia-Risaralda","province",0,134,0,"cases"
NA,"Colombia-Putumayo","province",0,110,0,"cases"
NA,"Colombia-Quindio","province",1,96,6,"cases"
NA,"Colombia-Cordoba","province",1,79,0,"cases"
NA,"Colombia-Santa_Marta","province",1,76,0,"cases"
NA,"Colombia-Norte_Santander","province",0,72,5,"cases"
NA,"Colombia-Sucre","province",0,75,0,"cases"
NA,"Colombia-Cesar","province",1,60,0,"cases"
NA,"Colombia-Boyaca","province",0,38,4,"cases"
NA,"Colombia-Caldas","province",0,41,0,"cases"
NA,"Colombia-Cauca","province",0,39,0,"cases"
NA,"Colombia-Atlantico","province",0,32,0,"cases"
NA,"Colombia-Arauca","province",1,31,0,"cases"
NA,"Colombia-Bolivar","province",0,17,0,"cases"
NA,"Colombia-Narino","province",0,5,12,"cases"
NA,"Colombia-Casanare","province",0,16,0,"cases"
NA,NA,"province",0,0,15,"cases"
NA,"Colombia-Cartagena","province",0,9,0,"cases"
NA,"Colombia-Guajira","province",0,7,0,"cases"
NA,"Colombia-Magdalena","province",0,7,0,"cases"
NA,"Colombia-Vichada","province",0,5,0,"cases"
NA,"Colombia-Guaviare","province",0,4,0,"cases"
NA,"Colombia-Guainia","province",1,3,0,"cases"
NA,"Colombia-Exterior","province",0,0,3,"cases"
NA,"Colombia-Choco","province",2,1,0,"cases"
NA,"Colombia-Amazonas","province",0,1,1,"cases"
NA,"Colombia-San_Andres","province",0,1,0,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
