"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,5,"cases"
NA,"Colombia-Caqueta","province",32,6426,80,"cases"
NA,"Colombia-Guainia","province",18,57,1,"cases"
NA,"Colombia-Guaviare","province",28,1669,0,"cases"
NA,"Colombia-Vaupes","province",2,2,1,"cases"
NA,"Colombia-Putumayo","province",7,515,0,"cases"
NA,"Colombia-Antioquia","province",34,13974,133,"cases"
NA,"Colombia-Bogota","province",1,0,219,"cases"
NA,"Colombia-Caldas","province",23,2822,55,"cases"
NA,"Colombia-Cundinamarca","province",196,16414,41,"cases"
NA,"Colombia-Huila","province",157,27975,0,"cases"
NA,"Colombia-Quindio","province",0,5084,0,"cases"
NA,"Colombia-Risaralda","province",24,3256,0,"cases"
NA,"Colombia-Tolima","province",217,38889,10,"cases"
NA,"Colombia-Boyaca","province",55,669,34,"cases"
NA,"Colombia-Norte_Santander","province",50,6024,15,"cases"
NA,"Colombia-Santander","province",18,10017,92,"cases"
NA,"Colombia-Arauca","province",19,5413,0,"cases"
NA,"Colombia-Casanare","province",71,15443,0,"cases"
NA,"Colombia-Meta","province",72,19005,104,"cases"
NA,"Colombia-Vichada","province",24,236,0,"cases"
NA,"Colombia-Cauca","province",31,3629,60,"cases"
NA,"Colombia-Choco","province",19,891,68,"cases"
NA,"Colombia-Narino","province",36,1409,38,"cases"
NA,"Colombia-Valle","province",779,113163,0,"cases"
NA,"Colombia-Atlantico","province",0,1727,0,"cases"
NA,"Colombia-Barranquilla","province",0,5193,0,"cases"
NA,"Colombia-Bolivar","province",1,529,0,"cases"
NA,"Colombia-Cartagena","province",0,427,0,"cases"
NA,"Colombia-Cesar","province",13,3664,0,"cases"
NA,"Colombia-Cordoba","province",6,12505,0,"cases"
NA,"Colombia-Guajira","province",10,4469,0,"cases"
NA,"Colombia-Magdalena","province",2,2341,0,"cases"
NA,"Colombia-San_Andres","province",1,990,3,"cases"
NA,"Colombia-Santa_Marta","province",5,1592,0,"cases"
NA,"Colombia-Sucre","province",5,6745,0,"cases"
